T_Y,Y_M,Country,Cases
106,2017-3,玻利維亞(Bolivia),0
106,2017-4,玻利維亞(Bolivia),9
106,2017-5,玻利維亞(Bolivia),1
106,2017-6,玻利維亞(Bolivia),2
106,2017-7,玻利維亞(Bolivia),3
106,2017-8,玻利維亞(Bolivia),1
106,2017-9,玻利維亞(Bolivia),0
106,2017-10,玻利維亞(Bolivia),2
97,2008-1,哥倫比亞(Colombia),0
97,2008-2,哥倫比亞(Colombia),0
97,2008-3,哥倫比亞(Colombia),0
97,2008-4,哥倫比亞(Colombia),0
97,2008-5,哥倫比亞(Colombia),0
97,2008-6,哥倫比亞(Colombia),0
97,2008-7,哥倫比亞(Colombia),0
97,2008-8,哥倫比亞(Colombia),0
97,2008-9,哥倫比亞(Colombia),0
97,2008-10,哥倫比亞(Colombia),0
97,2008-11,哥倫比亞(Colombia),0
97,2008-12,哥倫比亞(Colombia),0
98,2009-1,哥倫比亞(Colombia),0
98,2009-2,哥倫比亞(Colombia),0
98,2009-3,哥倫比亞(Colombia),0
98,2009-4,哥倫比亞(Colombia),0
98,2009-5,哥倫比亞(Colombia),0
98,2009-6,哥倫比亞(Colombia),0
98,2009-7,哥倫比亞(Colombia),0
98,2009-8,哥倫比亞(Colombia),0
98,2009-9,哥倫比亞(Colombia),0
98,2009-10,哥倫比亞(Colombia),0
98,2009-11,哥倫比亞(Colombia),0
98,2009-12,哥倫比亞(Colombia),0
99,2010-1,哥倫比亞(Colombia),0
99,2010-2,哥倫比亞(Colombia),0
99,2010-3,哥倫比亞(Colombia),0
99,2010-4,哥倫比亞(Colombia),0
99,2010-5,哥倫比亞(Colombia),0
99,2010-6,哥倫比亞(Colombia),0
99,2010-7,哥倫比亞(Colombia),0
99,2010-8,哥倫比亞(Colombia),0
99,2010-9,哥倫比亞(Colombia),0
99,2010-10,哥倫比亞(Colombia),0
99,2010-11,哥倫比亞(Colombia),0
99,2010-12,哥倫比亞(Colombia),0
100,2011-1,哥倫比亞(Colombia),0
100,2011-2,哥倫比亞(Colombia),0
100,2011-3,哥倫比亞(Colombia),0
100,2011-4,哥倫比亞(Colombia),0
100,2011-5,哥倫比亞(Colombia),0
100,2011-6,哥倫比亞(Colombia),0
100,2011-7,哥倫比亞(Colombia),0
100,2011-8,哥倫比亞(Colombia),0
100,2011-9,哥倫比亞(Colombia),0
100,2011-10,哥倫比亞(Colombia),0
100,2011-11,哥倫比亞(Colombia),0
100,2011-12,哥倫比亞(Colombia),0
101,2012-1,哥倫比亞(Colombia),0
101,2012-2,哥倫比亞(Colombia),0
101,2012-3,哥倫比亞(Colombia),0
101,2012-4,哥倫比亞(Colombia),0
101,2012-5,哥倫比亞(Colombia),0
101,2012-6,哥倫比亞(Colombia),0
101,2012-7,哥倫比亞(Colombia),0
101,2012-8,哥倫比亞(Colombia),0
101,2012-9,哥倫比亞(Colombia),0
101,2012-10,哥倫比亞(Colombia),0
101,2012-11,哥倫比亞(Colombia),0
101,2012-12,哥倫比亞(Colombia),0
102,2013-1,哥倫比亞(Colombia),0
102,2013-2,哥倫比亞(Colombia),0
102,2013-3,哥倫比亞(Colombia),0
102,2013-4,哥倫比亞(Colombia),0
102,2013-5,哥倫比亞(Colombia),0
102,2013-6,哥倫比亞(Colombia),0
102,2013-7,哥倫比亞(Colombia),0
102,2013-8,哥倫比亞(Colombia),0
102,2013-9,哥倫比亞(Colombia),0
102,2013-10,哥倫比亞(Colombia),0
102,2013-11,哥倫比亞(Colombia),0
102,2013-12,哥倫比亞(Colombia),0
103,2014-1,哥倫比亞(Colombia),0
103,2014-2,哥倫比亞(Colombia),0
103,2014-3,哥倫比亞(Colombia),0
103,2014-4,哥倫比亞(Colombia),0
103,2014-5,哥倫比亞(Colombia),0
103,2014-6,哥倫比亞(Colombia),0
103,2014-7,哥倫比亞(Colombia),0
103,2014-8,哥倫比亞(Colombia),0
103,2014-9,哥倫比亞(Colombia),0
103,2014-10,哥倫比亞(Colombia),0
103,2014-11,哥倫比亞(Colombia),0
103,2014-12,哥倫比亞(Colombia),0
104,2015-1,哥倫比亞(Colombia),0
104,2015-2,哥倫比亞(Colombia),0
104,2015-3,哥倫比亞(Colombia),0
104,2015-4,哥倫比亞(Colombia),0
104,2015-5,哥倫比亞(Colombia),0
104,2015-6,哥倫比亞(Colombia),0
104,2015-7,哥倫比亞(Colombia),0
104,2015-8,哥倫比亞(Colombia),0
104,2015-9,哥倫比亞(Colombia),0
104,2015-10,哥倫比亞(Colombia),0
104,2015-11,哥倫比亞(Colombia),0
104,2015-12,哥倫比亞(Colombia),0
105,2016-1,哥倫比亞(Colombia),0
105,2016-2,哥倫比亞(Colombia),0
105,2016-3,哥倫比亞(Colombia),0
105,2016-4,哥倫比亞(Colombia),0
105,2016-5,哥倫比亞(Colombia),0
105,2016-6,哥倫比亞(Colombia),0
105,2016-7,哥倫比亞(Colombia),0
105,2016-8,哥倫比亞(Colombia),9
105,2016-9,哥倫比亞(Colombia),31
105,2016-10,哥倫比亞(Colombia),35
105,2016-11,哥倫比亞(Colombia),13
105,2016-12,哥倫比亞(Colombia),12
106,2017-1,哥倫比亞(Colombia),10
106,2017-2,哥倫比亞(Colombia),23
106,2017-3,哥倫比亞(Colombia),29
106,2017-4,哥倫比亞(Colombia),21
106,2017-5,哥倫比亞(Colombia),21
106,2017-6,哥倫比亞(Colombia),11
106,2017-7,哥倫比亞(Colombia),19
106,2017-8,哥倫比亞(Colombia),20
106,2017-9,哥倫比亞(Colombia),14
106,2017-10,哥倫比亞(Colombia),28
97,2008-1,厄瓜多爾(Ecuador),0
97,2008-2,厄瓜多爾(Ecuador),0
97,2008-3,厄瓜多爾(Ecuador),0
97,2008-4,厄瓜多爾(Ecuador),0
97,2008-5,厄瓜多爾(Ecuador),0
97,2008-6,厄瓜多爾(Ecuador),0
97,2008-7,厄瓜多爾(Ecuador),0
97,2008-8,厄瓜多爾(Ecuador),0
97,2008-9,厄瓜多爾(Ecuador),0
97,2008-10,厄瓜多爾(Ecuador),0
97,2008-11,厄瓜多爾(Ecuador),0
97,2008-12,厄瓜多爾(Ecuador),0
98,2009-1,厄瓜多爾(Ecuador),0
98,2009-2,厄瓜多爾(Ecuador),0
98,2009-3,厄瓜多爾(Ecuador),0
98,2009-4,厄瓜多爾(Ecuador),0
98,2009-5,厄瓜多爾(Ecuador),0
98,2009-6,厄瓜多爾(Ecuador),0
98,2009-7,厄瓜多爾(Ecuador),0
98,2009-8,厄瓜多爾(Ecuador),0
98,2009-9,厄瓜多爾(Ecuador),0
98,2009-10,厄瓜多爾(Ecuador),0
98,2009-11,厄瓜多爾(Ecuador),0
98,2009-12,厄瓜多爾(Ecuador),0
99,2010-1,厄瓜多爾(Ecuador),0
99,2010-2,厄瓜多爾(Ecuador),0
99,2010-3,厄瓜多爾(Ecuador),0
99,2010-4,厄瓜多爾(Ecuador),0
99,2010-5,厄瓜多爾(Ecuador),0
99,2010-6,厄瓜多爾(Ecuador),0
99,2010-7,厄瓜多爾(Ecuador),0
99,2010-8,厄瓜多爾(Ecuador),0
99,2010-9,厄瓜多爾(Ecuador),0
99,2010-10,厄瓜多爾(Ecuador),0
99,2010-11,厄瓜多爾(Ecuador),0
99,2010-12,厄瓜多爾(Ecuador),0
100,2011-1,厄瓜多爾(Ecuador),0
100,2011-2,厄瓜多爾(Ecuador),0
100,2011-3,厄瓜多爾(Ecuador),0
100,2011-4,厄瓜多爾(Ecuador),0
100,2011-5,厄瓜多爾(Ecuador),0
100,2011-6,厄瓜多爾(Ecuador),0
100,2011-7,厄瓜多爾(Ecuador),0
100,2011-8,厄瓜多爾(Ecuador),0
100,2011-9,厄瓜多爾(Ecuador),0
100,2011-10,厄瓜多爾(Ecuador),0
100,2011-11,厄瓜多爾(Ecuador),0
100,2011-12,厄瓜多爾(Ecuador),0
101,2012-1,厄瓜多爾(Ecuador),0
101,2012-2,厄瓜多爾(Ecuador),0
101,2012-3,厄瓜多爾(Ecuador),0
101,2012-4,厄瓜多爾(Ecuador),0
101,2012-5,厄瓜多爾(Ecuador),0
101,2012-6,厄瓜多爾(Ecuador),0
101,2012-7,厄瓜多爾(Ecuador),0
101,2012-8,厄瓜多爾(Ecuador),0
101,2012-9,厄瓜多爾(Ecuador),0
101,2012-10,厄瓜多爾(Ecuador),0
101,2012-11,厄瓜多爾(Ecuador),0
101,2012-12,厄瓜多爾(Ecuador),0
102,2013-1,厄瓜多爾(Ecuador),0
102,2013-2,厄瓜多爾(Ecuador),0
102,2013-3,厄瓜多爾(Ecuador),0
102,2013-4,厄瓜多爾(Ecuador),0
102,2013-5,厄瓜多爾(Ecuador),0
102,2013-6,厄瓜多爾(Ecuador),0
102,2013-7,厄瓜多爾(Ecuador),0
102,2013-8,厄瓜多爾(Ecuador),0
102,2013-9,厄瓜多爾(Ecuador),0
102,2013-10,厄瓜多爾(Ecuador),0
102,2013-11,厄瓜多爾(Ecuador),0
102,2013-12,厄瓜多爾(Ecuador),0
103,2014-1,厄瓜多爾(Ecuador),0
103,2014-2,厄瓜多爾(Ecuador),0
103,2014-3,厄瓜多爾(Ecuador),0
103,2014-4,厄瓜多爾(Ecuador),0
103,2014-5,厄瓜多爾(Ecuador),0
103,2014-6,厄瓜多爾(Ecuador),0
103,2014-7,厄瓜多爾(Ecuador),0
103,2014-8,厄瓜多爾(Ecuador),0
103,2014-9,厄瓜多爾(Ecuador),0
103,2014-10,厄瓜多爾(Ecuador),0
103,2014-11,厄瓜多爾(Ecuador),0
103,2014-12,厄瓜多爾(Ecuador),0
104,2015-1,厄瓜多爾(Ecuador),0
104,2015-2,厄瓜多爾(Ecuador),0
104,2015-3,厄瓜多爾(Ecuador),0
104,2015-4,厄瓜多爾(Ecuador),0
104,2015-5,厄瓜多爾(Ecuador),0
104,2015-6,厄瓜多爾(Ecuador),0
104,2015-7,厄瓜多爾(Ecuador),0
104,2015-8,厄瓜多爾(Ecuador),0
104,2015-9,厄瓜多爾(Ecuador),0
104,2015-10,厄瓜多爾(Ecuador),0
104,2015-11,厄瓜多爾(Ecuador),0
104,2015-12,厄瓜多爾(Ecuador),0
105,2016-1,厄瓜多爾(Ecuador),0
105,2016-2,厄瓜多爾(Ecuador),0
105,2016-3,厄瓜多爾(Ecuador),0
105,2016-4,厄瓜多爾(Ecuador),0
105,2016-5,厄瓜多爾(Ecuador),0
105,2016-6,厄瓜多爾(Ecuador),0
105,2016-7,厄瓜多爾(Ecuador),0
105,2016-8,厄瓜多爾(Ecuador),6
105,2016-9,厄瓜多爾(Ecuador),17
105,2016-10,厄瓜多爾(Ecuador),21
105,2016-11,厄瓜多爾(Ecuador),32
105,2016-12,厄瓜多爾(Ecuador),21
106,2017-1,厄瓜多爾(Ecuador),7
106,2017-2,厄瓜多爾(Ecuador),9
106,2017-3,厄瓜多爾(Ecuador),24
106,2017-4,厄瓜多爾(Ecuador),15
106,2017-5,厄瓜多爾(Ecuador),36
106,2017-6,厄瓜多爾(Ecuador),36
106,2017-7,厄瓜多爾(Ecuador),17
106,2017-8,厄瓜多爾(Ecuador),10
106,2017-9,厄瓜多爾(Ecuador),13
106,2017-10,厄瓜多爾(Ecuador),34
97,2008-1,圭亞馬(Guaymas),-
97,2008-2,圭亞馬(Guaymas),-
97,2008-3,圭亞馬(Guaymas),-
97,2008-4,圭亞馬(Guaymas),-
97,2008-5,圭亞馬(Guaymas),-
97,2008-6,圭亞馬(Guaymas),-
97,2008-7,圭亞馬(Guaymas),-
97,2008-8,圭亞馬(Guaymas),-
97,2008-9,圭亞馬(Guaymas),-
97,2008-10,圭亞馬(Guaymas),-
97,2008-11,圭亞馬(Guaymas),-
97,2008-12,圭亞馬(Guaymas),-
98,2009-1,圭亞馬(Guaymas),-
98,2009-2,圭亞馬(Guaymas),-
98,2009-3,圭亞馬(Guaymas),-
98,2009-4,圭亞馬(Guaymas),-
98,2009-5,圭亞馬(Guaymas),-
98,2009-6,圭亞馬(Guaymas),-
98,2009-7,圭亞馬(Guaymas),-
98,2009-8,圭亞馬(Guaymas),-
98,2009-9,圭亞馬(Guaymas),-
98,2009-10,圭亞馬(Guaymas),-
98,2009-11,圭亞馬(Guaymas),-
98,2009-12,圭亞馬(Guaymas),-
99,2010-1,圭亞馬(Guaymas),-
99,2010-2,圭亞馬(Guaymas),-
99,2010-3,圭亞馬(Guaymas),-
99,2010-4,圭亞馬(Guaymas),-
99,2010-5,圭亞馬(Guaymas),-
99,2010-6,圭亞馬(Guaymas),-
99,2010-7,圭亞馬(Guaymas),-
99,2010-8,圭亞馬(Guaymas),-
99,2010-9,圭亞馬(Guaymas),-
99,2010-10,圭亞馬(Guaymas),-
99,2010-11,圭亞馬(Guaymas),-
99,2010-12,圭亞馬(Guaymas),-
100,2011-1,圭亞馬(Guaymas),-
100,2011-2,圭亞馬(Guaymas),-
100,2011-3,圭亞馬(Guaymas),-
100,2011-4,圭亞馬(Guaymas),-
100,2011-5,圭亞馬(Guaymas),-
100,2011-6,圭亞馬(Guaymas),-
100,2011-7,圭亞馬(Guaymas),-
100,2011-8,圭亞馬(Guaymas),-
100,2011-9,圭亞馬(Guaymas),-
100,2011-10,圭亞馬(Guaymas),-
100,2011-11,圭亞馬(Guaymas),-
100,2011-12,圭亞馬(Guaymas),-
101,2012-1,圭亞馬(Guaymas),-
101,2012-2,圭亞馬(Guaymas),-
101,2012-3,圭亞馬(Guaymas),-
101,2012-4,圭亞馬(Guaymas),-
101,2012-5,圭亞馬(Guaymas),-
101,2012-6,圭亞馬(Guaymas),-
101,2012-7,圭亞馬(Guaymas),-
101,2012-8,圭亞馬(Guaymas),-
101,2012-9,圭亞馬(Guaymas),-
101,2012-10,圭亞馬(Guaymas),-
101,2012-11,圭亞馬(Guaymas),-
101,2012-12,圭亞馬(Guaymas),-
102,2013-1,圭亞馬(Guaymas),-
102,2013-2,圭亞馬(Guaymas),-
102,2013-3,圭亞馬(Guaymas),-
102,2013-4,圭亞馬(Guaymas),-
102,2013-5,圭亞馬(Guaymas),-
102,2013-6,圭亞馬(Guaymas),-
102,2013-7,圭亞馬(Guaymas),-
102,2013-8,圭亞馬(Guaymas),-
102,2013-9,圭亞馬(Guaymas),-
102,2013-10,圭亞馬(Guaymas),-
102,2013-11,圭亞馬(Guaymas),-
102,2013-12,圭亞馬(Guaymas),-
103,2014-1,圭亞馬(Guaymas),-
103,2014-2,圭亞馬(Guaymas),-
103,2014-3,圭亞馬(Guaymas),-
103,2014-4,圭亞馬(Guaymas),-
103,2014-5,圭亞馬(Guaymas),-
103,2014-6,圭亞馬(Guaymas),-
103,2014-7,圭亞馬(Guaymas),-
103,2014-8,圭亞馬(Guaymas),-
103,2014-9,圭亞馬(Guaymas),-
103,2014-10,圭亞馬(Guaymas),-
103,2014-11,圭亞馬(Guaymas),-
103,2014-12,圭亞馬(Guaymas),-
104,2015-1,圭亞馬(Guaymas),-
104,2015-2,圭亞馬(Guaymas),-
104,2015-3,圭亞馬(Guaymas),-
104,2015-4,圭亞馬(Guaymas),-
104,2015-5,圭亞馬(Guaymas),-
104,2015-6,圭亞馬(Guaymas),-
104,2015-7,圭亞馬(Guaymas),-
104,2015-8,圭亞馬(Guaymas),-
104,2015-9,圭亞馬(Guaymas),-
104,2015-10,圭亞馬(Guaymas),-
104,2015-11,圭亞馬(Guaymas),-
104,2015-12,圭亞馬(Guaymas),-
105,2016-1,圭亞馬(Guaymas),-
105,2016-2,圭亞馬(Guaymas),-
105,2016-3,圭亞馬(Guaymas),-
105,2016-4,圭亞馬(Guaymas),-
105,2016-5,圭亞馬(Guaymas),-
105,2016-6,圭亞馬(Guaymas),-
105,2016-7,圭亞馬(Guaymas),-
105,2016-8,圭亞馬(Guaymas),-
105,2016-9,圭亞馬(Guaymas),-
105,2016-10,圭亞馬(Guaymas),-
105,2016-11,圭亞馬(Guaymas),-
105,2016-12,圭亞馬(Guaymas),-
106,2017-1,圭亞馬(Guaymas),-
106,2017-2,圭亞馬(Guaymas),-
106,2017-3,圭亞馬(Guaymas),-
106,2017-4,圭亞馬(Guaymas),-
106,2017-5,圭亞馬(Guaymas),-
106,2017-6,圭亞馬(Guaymas),-
106,2017-7,圭亞馬(Guaymas),-
106,2017-8,圭亞馬(Guaymas),-
106,2017-9,圭亞馬(Guaymas),-
106,2017-10,圭亞馬(Guaymas),-
97,2008-1,巴拉圭(Paraguay),0
97,2008-2,巴拉圭(Paraguay),0
97,2008-3,巴拉圭(Paraguay),0
97,2008-4,巴拉圭(Paraguay),0
97,2008-5,巴拉圭(Paraguay),0
97,2008-6,巴拉圭(Paraguay),0
97,2008-7,巴拉圭(Paraguay),0
97,2008-8,巴拉圭(Paraguay),0
97,2008-9,巴拉圭(Paraguay),0
97,2008-10,巴拉圭(Paraguay),0
97,2008-11,巴拉圭(Paraguay),0
97,2008-12,巴拉圭(Paraguay),0
98,2009-1,巴拉圭(Paraguay),0
98,2009-2,巴拉圭(Paraguay),0
98,2009-3,巴拉圭(Paraguay),0
98,2009-4,巴拉圭(Paraguay),0
98,2009-5,巴拉圭(Paraguay),0
98,2009-6,巴拉圭(Paraguay),0
98,2009-7,巴拉圭(Paraguay),0
98,2009-8,巴拉圭(Paraguay),0
98,2009-9,巴拉圭(Paraguay),0
98,2009-10,巴拉圭(Paraguay),0
98,2009-11,巴拉圭(Paraguay),0
98,2009-12,巴拉圭(Paraguay),0
99,2010-1,巴拉圭(Paraguay),0
99,2010-2,巴拉圭(Paraguay),0
99,2010-3,巴拉圭(Paraguay),0
99,2010-4,巴拉圭(Paraguay),0
99,2010-5,巴拉圭(Paraguay),0
99,2010-6,巴拉圭(Paraguay),0
99,2010-7,巴拉圭(Paraguay),0
99,2010-8,巴拉圭(Paraguay),0
99,2010-9,巴拉圭(Paraguay),0
99,2010-10,巴拉圭(Paraguay),0
99,2010-11,巴拉圭(Paraguay),0
99,2010-12,巴拉圭(Paraguay),0
100,2011-1,巴拉圭(Paraguay),0
100,2011-2,巴拉圭(Paraguay),0
100,2011-3,巴拉圭(Paraguay),0
100,2011-4,巴拉圭(Paraguay),0
100,2011-5,巴拉圭(Paraguay),0
100,2011-6,巴拉圭(Paraguay),0
100,2011-7,巴拉圭(Paraguay),0
100,2011-8,巴拉圭(Paraguay),0
100,2011-9,巴拉圭(Paraguay),0
100,2011-10,巴拉圭(Paraguay),0
100,2011-11,巴拉圭(Paraguay),0
100,2011-12,巴拉圭(Paraguay),0
101,2012-1,巴拉圭(Paraguay),0
101,2012-2,巴拉圭(Paraguay),0
101,2012-3,巴拉圭(Paraguay),0
101,2012-4,巴拉圭(Paraguay),0
101,2012-5,巴拉圭(Paraguay),0
101,2012-6,巴拉圭(Paraguay),0
101,2012-7,巴拉圭(Paraguay),0
101,2012-8,巴拉圭(Paraguay),0
101,2012-9,巴拉圭(Paraguay),0
101,2012-10,巴拉圭(Paraguay),0
101,2012-11,巴拉圭(Paraguay),0
101,2012-12,巴拉圭(Paraguay),0
102,2013-1,巴拉圭(Paraguay),0
102,2013-2,巴拉圭(Paraguay),0
102,2013-3,巴拉圭(Paraguay),0
102,2013-4,巴拉圭(Paraguay),0
102,2013-5,巴拉圭(Paraguay),0
102,2013-6,巴拉圭(Paraguay),0
102,2013-7,巴拉圭(Paraguay),0
102,2013-8,巴拉圭(Paraguay),0
102,2013-9,巴拉圭(Paraguay),0
102,2013-10,巴拉圭(Paraguay),0
102,2013-11,巴拉圭(Paraguay),0
102,2013-12,巴拉圭(Paraguay),0
103,2014-1,巴拉圭(Paraguay),0
103,2014-2,巴拉圭(Paraguay),0
103,2014-3,巴拉圭(Paraguay),0
103,2014-4,巴拉圭(Paraguay),0
103,2014-5,巴拉圭(Paraguay),0
103,2014-6,巴拉圭(Paraguay),0
103,2014-7,巴拉圭(Paraguay),0
103,2014-8,巴拉圭(Paraguay),0
103,2014-9,巴拉圭(Paraguay),0
103,2014-10,巴拉圭(Paraguay),0
103,2014-11,巴拉圭(Paraguay),0
103,2014-12,巴拉圭(Paraguay),0
104,2015-1,巴拉圭(Paraguay),0
104,2015-2,巴拉圭(Paraguay),0
104,2015-3,巴拉圭(Paraguay),0
104,2015-4,巴拉圭(Paraguay),0
104,2015-5,巴拉圭(Paraguay),0
104,2015-6,巴拉圭(Paraguay),0
104,2015-7,巴拉圭(Paraguay),0
104,2015-8,巴拉圭(Paraguay),0
104,2015-9,巴拉圭(Paraguay),0
104,2015-10,巴拉圭(Paraguay),0
104,2015-11,巴拉圭(Paraguay),0
104,2015-12,巴拉圭(Paraguay),0
105,2016-1,巴拉圭(Paraguay),0
105,2016-2,巴拉圭(Paraguay),0
105,2016-3,巴拉圭(Paraguay),0
105,2016-4,巴拉圭(Paraguay),0
105,2016-5,巴拉圭(Paraguay),0
105,2016-6,巴拉圭(Paraguay),0
105,2016-7,巴拉圭(Paraguay),0
105,2016-8,巴拉圭(Paraguay),11
105,2016-9,巴拉圭(Paraguay),19
105,2016-10,巴拉圭(Paraguay),9
105,2016-11,巴拉圭(Paraguay),9
105,2016-12,巴拉圭(Paraguay),10
106,2017-1,巴拉圭(Paraguay),4
106,2017-2,巴拉圭(Paraguay),4
106,2017-3,巴拉圭(Paraguay),4
106,2017-4,巴拉圭(Paraguay),4
106,2017-5,巴拉圭(Paraguay),5
106,2017-6,巴拉圭(Paraguay),10
106,2017-7,巴拉圭(Paraguay),19
106,2017-8,巴拉圭(Paraguay),15
106,2017-9,巴拉圭(Paraguay),7
106,2017-10,巴拉圭(Paraguay),14
97,2008-1,秘魯(Peru),0
97,2008-2,秘魯(Peru),0
97,2008-3,秘魯(Peru),0
97,2008-4,秘魯(Peru),0
97,2008-5,秘魯(Peru),0
97,2008-6,秘魯(Peru),0
97,2008-7,秘魯(Peru),0
97,2008-8,秘魯(Peru),0
97,2008-9,秘魯(Peru),0
97,2008-10,秘魯(Peru),0
97,2008-11,秘魯(Peru),0
97,2008-12,秘魯(Peru),0
98,2009-1,秘魯(Peru),0
98,2009-2,秘魯(Peru),0
98,2009-3,秘魯(Peru),0
98,2009-4,秘魯(Peru),0
98,2009-5,秘魯(Peru),0
98,2009-6,秘魯(Peru),0
98,2009-7,秘魯(Peru),0
98,2009-8,秘魯(Peru),0
98,2009-9,秘魯(Peru),0
98,2009-10,秘魯(Peru),0
98,2009-11,秘魯(Peru),0
98,2009-12,秘魯(Peru),0
99,2010-1,秘魯(Peru),0
99,2010-2,秘魯(Peru),0
99,2010-3,秘魯(Peru),0
99,2010-4,秘魯(Peru),0
99,2010-5,秘魯(Peru),0
99,2010-6,秘魯(Peru),0
99,2010-7,秘魯(Peru),0
99,2010-8,秘魯(Peru),0
99,2010-9,秘魯(Peru),0
99,2010-10,秘魯(Peru),0
99,2010-11,秘魯(Peru),0
99,2010-12,秘魯(Peru),0
100,2011-1,秘魯(Peru),0
100,2011-2,秘魯(Peru),0
100,2011-3,秘魯(Peru),0
100,2011-4,秘魯(Peru),1
100,2011-5,秘魯(Peru),0
100,2011-6,秘魯(Peru),0
100,2011-7,秘魯(Peru),0
100,2011-8,秘魯(Peru),0
100,2011-9,秘魯(Peru),0
100,2011-10,秘魯(Peru),0
100,2011-11,秘魯(Peru),0
100,2011-12,秘魯(Peru),0
101,2012-1,秘魯(Peru),0
101,2012-2,秘魯(Peru),1
101,2012-3,秘魯(Peru),0
101,2012-4,秘魯(Peru),0
101,2012-5,秘魯(Peru),0
101,2012-6,秘魯(Peru),0
101,2012-7,秘魯(Peru),0
101,2012-8,秘魯(Peru),0
101,2012-9,秘魯(Peru),0
101,2012-10,秘魯(Peru),0
101,2012-11,秘魯(Peru),0
101,2012-12,秘魯(Peru),0
102,2013-1,秘魯(Peru),0
102,2013-2,秘魯(Peru),10
102,2013-3,秘魯(Peru),0
102,2013-4,秘魯(Peru),0
102,2013-5,秘魯(Peru),0
102,2013-6,秘魯(Peru),0
102,2013-7,秘魯(Peru),0
102,2013-8,秘魯(Peru),0
102,2013-9,秘魯(Peru),0
102,2013-10,秘魯(Peru),0
102,2013-11,秘魯(Peru),0
102,2013-12,秘魯(Peru),0
103,2014-1,秘魯(Peru),0
103,2014-2,秘魯(Peru),0
103,2014-3,秘魯(Peru),0
103,2014-4,秘魯(Peru),0
103,2014-5,秘魯(Peru),0
103,2014-6,秘魯(Peru),0
103,2014-7,秘魯(Peru),0
103,2014-8,秘魯(Peru),0
103,2014-9,秘魯(Peru),0
103,2014-10,秘魯(Peru),0
103,2014-11,秘魯(Peru),0
103,2014-12,秘魯(Peru),0
104,2015-1,秘魯(Peru),0
104,2015-2,秘魯(Peru),0
104,2015-3,秘魯(Peru),0
104,2015-4,秘魯(Peru),0
104,2015-5,秘魯(Peru),0
104,2015-6,秘魯(Peru),0
104,2015-7,秘魯(Peru),0
104,2015-8,秘魯(Peru),0
104,2015-9,秘魯(Peru),0
104,2015-10,秘魯(Peru),0
104,2015-11,秘魯(Peru),0
104,2015-12,秘魯(Peru),0
105,2016-1,秘魯(Peru),0
105,2016-2,秘魯(Peru),0
105,2016-3,秘魯(Peru),0
105,2016-4,秘魯(Peru),0
105,2016-5,秘魯(Peru),0
105,2016-6,秘魯(Peru),0
105,2016-7,秘魯(Peru),0
105,2016-8,秘魯(Peru),25
105,2016-9,秘魯(Peru),123
105,2016-10,秘魯(Peru),81
105,2016-11,秘魯(Peru),107
105,2016-12,秘魯(Peru),19
106,2017-1,秘魯(Peru),61
106,2017-2,秘魯(Peru),75
106,2017-3,秘魯(Peru),71
106,2017-4,秘魯(Peru),91
106,2017-5,秘魯(Peru),107
106,2017-6,秘魯(Peru),67
106,2017-7,秘魯(Peru),120
106,2017-8,秘魯(Peru),60
106,2017-9,秘魯(Peru),143
106,2017-10,秘魯(Peru),108
97,2008-1,烏拉圭(Uruguay),0
97,2008-2,烏拉圭(Uruguay),0
97,2008-3,烏拉圭(Uruguay),0
97,2008-4,烏拉圭(Uruguay),0
97,2008-5,烏拉圭(Uruguay),0
97,2008-6,烏拉圭(Uruguay),0
97,2008-7,烏拉圭(Uruguay),0
97,2008-8,烏拉圭(Uruguay),0
97,2008-9,烏拉圭(Uruguay),0
97,2008-10,烏拉圭(Uruguay),0
97,2008-11,烏拉圭(Uruguay),0
97,2008-12,烏拉圭(Uruguay),0
98,2009-1,烏拉圭(Uruguay),0
98,2009-2,烏拉圭(Uruguay),0
98,2009-3,烏拉圭(Uruguay),0
98,2009-4,烏拉圭(Uruguay),0
98,2009-5,烏拉圭(Uruguay),0
98,2009-6,烏拉圭(Uruguay),0
98,2009-7,烏拉圭(Uruguay),0
98,2009-8,烏拉圭(Uruguay),0
98,2009-9,烏拉圭(Uruguay),0
98,2009-10,烏拉圭(Uruguay),0
98,2009-11,烏拉圭(Uruguay),0
98,2009-12,烏拉圭(Uruguay),0
99,2010-1,烏拉圭(Uruguay),0
99,2010-2,烏拉圭(Uruguay),0
99,2010-3,烏拉圭(Uruguay),0
99,2010-4,烏拉圭(Uruguay),0
99,2010-5,烏拉圭(Uruguay),0
99,2010-6,烏拉圭(Uruguay),0
99,2010-7,烏拉圭(Uruguay),0
99,2010-8,烏拉圭(Uruguay),0
99,2010-9,烏拉圭(Uruguay),0
99,2010-10,烏拉圭(Uruguay),0
99,2010-11,烏拉圭(Uruguay),0
99,2010-12,烏拉圭(Uruguay),0
100,2011-1,烏拉圭(Uruguay),0
100,2011-2,烏拉圭(Uruguay),0
100,2011-3,烏拉圭(Uruguay),0
100,2011-4,烏拉圭(Uruguay),0
100,2011-5,烏拉圭(Uruguay),0
100,2011-6,烏拉圭(Uruguay),0
100,2011-7,烏拉圭(Uruguay),0
100,2011-8,烏拉圭(Uruguay),0
100,2011-9,烏拉圭(Uruguay),0
100,2011-10,烏拉圭(Uruguay),0
100,2011-11,烏拉圭(Uruguay),0
100,2011-12,烏拉圭(Uruguay),1
