T_Y,Y_M,Country,Cases
103,2014-5,印尼(Indonesia),13800
103,2014-6,印尼(Indonesia),16731
103,2014-7,印尼(Indonesia),16122
103,2014-8,印尼(Indonesia),15447
103,2014-9,印尼(Indonesia),14327
103,2014-10,印尼(Indonesia),12921
103,2014-11,印尼(Indonesia),12093
103,2014-12,印尼(Indonesia),11383
104,2015-1,印尼(Indonesia),11863
104,2015-2,印尼(Indonesia),17148
104,2015-3,印尼(Indonesia),16066
104,2015-4,印尼(Indonesia),14066
104,2015-5,印尼(Indonesia),14530
104,2015-6,印尼(Indonesia),17212
104,2015-7,印尼(Indonesia),18707
104,2015-8,印尼(Indonesia),17259
104,2015-9,印尼(Indonesia),14407
104,2015-10,印尼(Indonesia),12820
104,2015-11,印尼(Indonesia),11487
104,2015-12,印尼(Indonesia),10913
105,2016-1,印尼(Indonesia),12438
105,2016-2,印尼(Indonesia),16789
105,2016-3,印尼(Indonesia),13811
105,2016-4,印尼(Indonesia),13628
105,2016-5,印尼(Indonesia),14617
105,2016-6,印尼(Indonesia),15736
105,2016-7,印尼(Indonesia),17448
105,2016-8,印尼(Indonesia),14408
105,2016-9,印尼(Indonesia),15711
105,2016-10,印尼(Indonesia),15094
105,2016-11,印尼(Indonesia),13670
105,2016-12,印尼(Indonesia),12388
106,2017-1,印尼(Indonesia),17317
106,2017-2,印尼(Indonesia),16385
106,2017-3,印尼(Indonesia),15773
106,2017-4,印尼(Indonesia),14989
106,2017-5,印尼(Indonesia),16947
106,2017-6,印尼(Indonesia),15895
106,2017-7,印尼(Indonesia),17267
106,2017-8,印尼(Indonesia),15513
106,2017-9,印尼(Indonesia),14758
106,2017-10,印尼(Indonesia),13360
97,2008-1,柬埔寨(Cambodia),6049
97,2008-2,柬埔寨(Cambodia),8582
97,2008-3,柬埔寨(Cambodia),7572
97,2008-4,柬埔寨(Cambodia),6342
97,2008-5,柬埔寨(Cambodia),4122
97,2008-6,柬埔寨(Cambodia),2656
97,2008-7,柬埔寨(Cambodia),2292
97,2008-8,柬埔寨(Cambodia),3009
97,2008-9,柬埔寨(Cambodia),2472
97,2008-10,柬埔寨(Cambodia),2284
97,2008-11,柬埔寨(Cambodia),2566
97,2008-12,柬埔寨(Cambodia),3534
98,2009-1,柬埔寨(Cambodia),5463
98,2009-2,柬埔寨(Cambodia),3958
98,2009-3,柬埔寨(Cambodia),4320
98,2009-4,柬埔寨(Cambodia),3204
98,2009-5,柬埔寨(Cambodia),3282
98,2009-6,柬埔寨(Cambodia),2691
98,2009-7,柬埔寨(Cambodia),3855
98,2009-8,柬埔寨(Cambodia),3897
98,2009-9,柬埔寨(Cambodia),2770
98,2009-10,柬埔寨(Cambodia),2406
98,2009-11,柬埔寨(Cambodia),3521
98,2009-12,柬埔寨(Cambodia),4864
99,2010-1,柬埔寨(Cambodia),6362
99,2010-2,柬埔寨(Cambodia),5537
99,2010-3,柬埔寨(Cambodia),5342
99,2010-4,柬埔寨(Cambodia),4316
99,2010-5,柬埔寨(Cambodia),4212
99,2010-6,柬埔寨(Cambodia),3596
99,2010-7,柬埔寨(Cambodia),4906
99,2010-8,柬埔寨(Cambodia),4594
99,2010-9,柬埔寨(Cambodia),4647
99,2010-10,柬埔寨(Cambodia),4625
99,2010-11,柬埔寨(Cambodia),4050
99,2010-12,柬埔寨(Cambodia),4891
100,2011-1,柬埔寨(Cambodia),6105
100,2011-2,柬埔寨(Cambodia),6901
100,2011-3,柬埔寨(Cambodia),6248
100,2011-4,柬埔寨(Cambodia),6188
100,2011-5,柬埔寨(Cambodia),5299
100,2011-6,柬埔寨(Cambodia),5132
100,2011-7,柬埔寨(Cambodia),5986
100,2011-8,柬埔寨(Cambodia),6477
100,2011-9,柬埔寨(Cambodia),4930
100,2011-10,柬埔寨(Cambodia),5059
100,2011-11,柬埔寨(Cambodia),4426
100,2011-12,柬埔寨(Cambodia),4590
101,2012-1,柬埔寨(Cambodia),5877
101,2012-2,柬埔寨(Cambodia),5809
101,2012-3,柬埔寨(Cambodia),4553
101,2012-4,柬埔寨(Cambodia),5092
101,2012-5,柬埔寨(Cambodia),4972
101,2012-6,柬埔寨(Cambodia),5081
101,2012-7,柬埔寨(Cambodia),4952
101,2012-8,柬埔寨(Cambodia),5252
101,2012-9,柬埔寨(Cambodia),4617
101,2012-10,柬埔寨(Cambodia),6553
101,2012-11,柬埔寨(Cambodia),6064
101,2012-12,柬埔寨(Cambodia),6777
102,2013-1,柬埔寨(Cambodia),5998
102,2013-2,柬埔寨(Cambodia),7057
102,2013-3,柬埔寨(Cambodia),5748
102,2013-4,柬埔寨(Cambodia),5030
102,2013-5,柬埔寨(Cambodia),4674
102,2013-6,柬埔寨(Cambodia),3724
102,2013-7,柬埔寨(Cambodia),3537
102,2013-8,柬埔寨(Cambodia),3857
102,2013-9,柬埔寨(Cambodia),4110
102,2013-10,柬埔寨(Cambodia),4991
102,2013-11,柬埔寨(Cambodia),5881
102,2013-12,柬埔寨(Cambodia),6731
103,2014-1,柬埔寨(Cambodia),6830
103,2014-2,柬埔寨(Cambodia),7385
103,2014-3,柬埔寨(Cambodia),5177
103,2014-4,柬埔寨(Cambodia),5602
103,2014-5,柬埔寨(Cambodia),5108
103,2014-6,柬埔寨(Cambodia),5392
103,2014-7,柬埔寨(Cambodia),5612
103,2014-8,柬埔寨(Cambodia),6100
103,2014-9,柬埔寨(Cambodia),5093
103,2014-10,柬埔寨(Cambodia),5439
103,2014-11,柬埔寨(Cambodia),5219
103,2014-12,柬埔寨(Cambodia),6238
104,2015-1,柬埔寨(Cambodia),6267
104,2015-2,柬埔寨(Cambodia),6506
104,2015-3,柬埔寨(Cambodia),6448
104,2015-4,柬埔寨(Cambodia),4931
104,2015-5,柬埔寨(Cambodia),4706
104,2015-6,柬埔寨(Cambodia),4610
104,2015-7,柬埔寨(Cambodia),5866
104,2015-8,柬埔寨(Cambodia),5980
104,2015-9,柬埔寨(Cambodia),4995
104,2015-10,柬埔寨(Cambodia),5605
104,2015-11,柬埔寨(Cambodia),5126
104,2015-12,柬埔寨(Cambodia),5553
105,2016-1,柬埔寨(Cambodia),5552
105,2016-2,柬埔寨(Cambodia),6564
105,2016-3,柬埔寨(Cambodia),6095
105,2016-4,柬埔寨(Cambodia),4981
105,2016-5,柬埔寨(Cambodia),4920
105,2016-6,柬埔寨(Cambodia),5087
105,2016-7,柬埔寨(Cambodia),6052
105,2016-8,柬埔寨(Cambodia),5805
105,2016-9,柬埔寨(Cambodia),5473
105,2016-10,柬埔寨(Cambodia),5421
105,2016-11,柬埔寨(Cambodia),5296
105,2016-12,柬埔寨(Cambodia),6035
106,2017-1,柬埔寨(Cambodia),5623
106,2017-2,柬埔寨(Cambodia),7061
106,2017-3,柬埔寨(Cambodia),6329
106,2017-4,柬埔寨(Cambodia),6368
106,2017-5,柬埔寨(Cambodia),5926
106,2017-6,柬埔寨(Cambodia),6200
106,2017-7,柬埔寨(Cambodia),7410
106,2017-8,柬埔寨(Cambodia),7872
106,2017-9,柬埔寨(Cambodia),6734
106,2017-10,柬埔寨(Cambodia),7766
97,2008-1,寮國(Laos),0
97,2008-2,寮國(Laos),0
97,2008-3,寮國(Laos),0
97,2008-4,寮國(Laos),68
97,2008-5,寮國(Laos),61
97,2008-6,寮國(Laos),63
97,2008-7,寮國(Laos),130
97,2008-8,寮國(Laos),528
97,2008-9,寮國(Laos),365
97,2008-10,寮國(Laos),255
97,2008-11,寮國(Laos),0
97,2008-12,寮國(Laos),0
98,2009-1,寮國(Laos),0
98,2009-2,寮國(Laos),0
98,2009-3,寮國(Laos),0
98,2009-4,寮國(Laos),0
98,2009-5,寮國(Laos),0
98,2009-6,寮國(Laos),0
98,2009-7,寮國(Laos),0
98,2009-8,寮國(Laos),17
98,2009-9,寮國(Laos),164
98,2009-10,寮國(Laos),0
98,2009-11,寮國(Laos),0
98,2009-12,寮國(Laos),0
99,2010-1,寮國(Laos),0
99,2010-2,寮國(Laos),0
99,2010-3,寮國(Laos),0
99,2010-4,寮國(Laos),0
99,2010-5,寮國(Laos),0
99,2010-6,寮國(Laos),0
99,2010-7,寮國(Laos),94
99,2010-8,寮國(Laos),0
99,2010-9,寮國(Laos),0
99,2010-10,寮國(Laos),0
99,2010-11,寮國(Laos),0
99,2010-12,寮國(Laos),0
100,2011-1,寮國(Laos),53
100,2011-2,寮國(Laos),7
100,2011-3,寮國(Laos),0
100,2011-4,寮國(Laos),87
100,2011-5,寮國(Laos),6
100,2011-6,寮國(Laos),0
100,2011-7,寮國(Laos),0
100,2011-8,寮國(Laos),1
100,2011-9,寮國(Laos),0
100,2011-10,寮國(Laos),0
100,2011-11,寮國(Laos),0
100,2011-12,寮國(Laos),0
101,2012-1,寮國(Laos),62
101,2012-2,寮國(Laos),163
101,2012-3,寮國(Laos),0
101,2012-4,寮國(Laos),0
101,2012-5,寮國(Laos),0
101,2012-6,寮國(Laos),0
101,2012-7,寮國(Laos),0
101,2012-8,寮國(Laos),0
101,2012-9,寮國(Laos),0
101,2012-10,寮國(Laos),0
101,2012-11,寮國(Laos),0
101,2012-12,寮國(Laos),0
102,2013-1,寮國(Laos),0
102,2013-2,寮國(Laos),158
102,2013-3,寮國(Laos),0
102,2013-4,寮國(Laos),0
102,2013-5,寮國(Laos),0
102,2013-6,寮國(Laos),0
102,2013-7,寮國(Laos),0
102,2013-8,寮國(Laos),131
102,2013-9,寮國(Laos),0
102,2013-10,寮國(Laos),0
102,2013-11,寮國(Laos),0
102,2013-12,寮國(Laos),0
103,2014-1,寮國(Laos),0
103,2014-2,寮國(Laos),0
103,2014-3,寮國(Laos),0
103,2014-4,寮國(Laos),151
103,2014-5,寮國(Laos),0
103,2014-6,寮國(Laos),0
103,2014-7,寮國(Laos),0
103,2014-8,寮國(Laos),1
103,2014-9,寮國(Laos),0
103,2014-10,寮國(Laos),0
103,2014-11,寮國(Laos),0
103,2014-12,寮國(Laos),0
104,2015-1,寮國(Laos),0
104,2015-2,寮國(Laos),0
104,2015-3,寮國(Laos),146
104,2015-4,寮國(Laos),0
104,2015-5,寮國(Laos),0
104,2015-6,寮國(Laos),0
104,2015-7,寮國(Laos),0
104,2015-8,寮國(Laos),0
104,2015-9,寮國(Laos),0
104,2015-10,寮國(Laos),0
104,2015-11,寮國(Laos),0
104,2015-12,寮國(Laos),0
105,2016-1,寮國(Laos),0
105,2016-2,寮國(Laos),0
105,2016-3,寮國(Laos),0
105,2016-4,寮國(Laos),0
105,2016-5,寮國(Laos),0
105,2016-6,寮國(Laos),0
105,2016-7,寮國(Laos),108
105,2016-8,寮國(Laos),87
105,2016-9,寮國(Laos),84
105,2016-10,寮國(Laos),116
105,2016-11,寮國(Laos),114
105,2016-12,寮國(Laos),179
106,2017-1,寮國(Laos),76
106,2017-2,寮國(Laos),157
106,2017-3,寮國(Laos),112
106,2017-4,寮國(Laos),118
106,2017-5,寮國(Laos),93
106,2017-6,寮國(Laos),85
106,2017-7,寮國(Laos),102
106,2017-8,寮國(Laos),107
106,2017-9,寮國(Laos),109
106,2017-10,寮國(Laos),100
97,2008-1,緬甸(Myanmar),1497
97,2008-2,緬甸(Myanmar),1142
97,2008-3,緬甸(Myanmar),1312
97,2008-4,緬甸(Myanmar),1437
97,2008-5,緬甸(Myanmar),536
97,2008-6,緬甸(Myanmar),383
97,2008-7,緬甸(Myanmar),780
97,2008-8,緬甸(Myanmar),745
97,2008-9,緬甸(Myanmar),460
97,2008-10,緬甸(Myanmar),725
97,2008-11,緬甸(Myanmar),712
97,2008-12,緬甸(Myanmar),879
98,2009-1,緬甸(Myanmar),951
98,2009-2,緬甸(Myanmar),708
98,2009-3,緬甸(Myanmar),861
98,2009-4,緬甸(Myanmar),648
98,2009-5,緬甸(Myanmar),1223
98,2009-6,緬甸(Myanmar),940
98,2009-7,緬甸(Myanmar),898
98,2009-8,緬甸(Myanmar),928
98,2009-9,緬甸(Myanmar),508
98,2009-10,緬甸(Myanmar),972
98,2009-11,緬甸(Myanmar),1363
98,2009-12,緬甸(Myanmar),1570
99,2010-1,緬甸(Myanmar),1280
99,2010-2,緬甸(Myanmar),1462
99,2010-3,緬甸(Myanmar),1464
99,2010-4,緬甸(Myanmar),1322
99,2010-5,緬甸(Myanmar),1113
99,2010-6,緬甸(Myanmar),1126
99,2010-7,緬甸(Myanmar),1176
99,2010-8,緬甸(Myanmar),1124
99,2010-9,緬甸(Myanmar),669
99,2010-10,緬甸(Myanmar),877
99,2010-11,緬甸(Myanmar),860
99,2010-12,緬甸(Myanmar),1624
100,2011-1,緬甸(Myanmar),1785
100,2011-2,緬甸(Myanmar),1605
100,2011-3,緬甸(Myanmar),2087
100,2011-4,緬甸(Myanmar),1079
100,2011-5,緬甸(Myanmar),1085
100,2011-6,緬甸(Myanmar),1535
100,2011-7,緬甸(Myanmar),1694
100,2011-8,緬甸(Myanmar),1044
100,2011-9,緬甸(Myanmar),998
100,2011-10,緬甸(Myanmar),939
100,2011-11,緬甸(Myanmar),1214
100,2011-12,緬甸(Myanmar),1198
101,2012-1,緬甸(Myanmar),1501
101,2012-2,緬甸(Myanmar),1242
101,2012-3,緬甸(Myanmar),1248
101,2012-4,緬甸(Myanmar),1385
101,2012-5,緬甸(Myanmar),1231
101,2012-6,緬甸(Myanmar),1275
101,2012-7,緬甸(Myanmar),1659
101,2012-8,緬甸(Myanmar),1247
101,2012-9,緬甸(Myanmar),962
101,2012-10,緬甸(Myanmar),2008
101,2012-11,緬甸(Myanmar),2108
101,2012-12,緬甸(Myanmar),2514
102,2013-1,緬甸(Myanmar),2376
102,2013-2,緬甸(Myanmar),2889
102,2013-3,緬甸(Myanmar),2296
102,2013-4,緬甸(Myanmar),1901
102,2013-5,緬甸(Myanmar),1774
102,2013-6,緬甸(Myanmar),1887
102,2013-7,緬甸(Myanmar),2101
102,2013-8,緬甸(Myanmar),1576
102,2013-9,緬甸(Myanmar),1770
102,2013-10,緬甸(Myanmar),1565
102,2013-11,緬甸(Myanmar),1884
102,2013-12,緬甸(Myanmar),1845
103,2014-1,緬甸(Myanmar),2446
103,2014-2,緬甸(Myanmar),1806
103,2014-3,緬甸(Myanmar),2008
103,2014-4,緬甸(Myanmar),1592
103,2014-5,緬甸(Myanmar),1536
103,2014-6,緬甸(Myanmar),1632
103,2014-7,緬甸(Myanmar),2056
103,2014-8,緬甸(Myanmar),1829
103,2014-9,緬甸(Myanmar),1657
103,2014-10,緬甸(Myanmar),2071
103,2014-11,緬甸(Myanmar),1983
103,2014-12,緬甸(Myanmar),2201
104,2015-1,緬甸(Myanmar),2002
104,2015-2,緬甸(Myanmar),2516
104,2015-3,緬甸(Myanmar),1658
104,2015-4,緬甸(Myanmar),1516
104,2015-5,緬甸(Myanmar),1199
104,2015-6,緬甸(Myanmar),1224
104,2015-7,緬甸(Myanmar),1981
104,2015-8,緬甸(Myanmar),1545
104,2015-9,緬甸(Myanmar),1293
104,2015-10,緬甸(Myanmar),1801
104,2015-11,緬甸(Myanmar),1472
104,2015-12,緬甸(Myanmar),1792
105,2016-1,緬甸(Myanmar),2568
105,2016-2,緬甸(Myanmar),2613
105,2016-3,緬甸(Myanmar),1990
105,2016-4,緬甸(Myanmar),1639
105,2016-5,緬甸(Myanmar),2025
105,2016-6,緬甸(Myanmar),1534
105,2016-7,緬甸(Myanmar),2254
105,2016-8,緬甸(Myanmar),1805
105,2016-9,緬甸(Myanmar),1905
105,2016-10,緬甸(Myanmar),2181
105,2016-11,緬甸(Myanmar),2377
105,2016-12,緬甸(Myanmar),2305
106,2017-1,緬甸(Myanmar),2910
106,2017-2,緬甸(Myanmar),2588
106,2017-3,緬甸(Myanmar),2148
106,2017-4,緬甸(Myanmar),1913
106,2017-5,緬甸(Myanmar),1951
106,2017-6,緬甸(Myanmar),1906
106,2017-7,緬甸(Myanmar),2154
106,2017-8,緬甸(Myanmar),1858
106,2017-9,緬甸(Myanmar),1735
106,2017-10,緬甸(Myanmar),2484
97,2008-1,斯里蘭卡(Sri Lanka),0
97,2008-2,斯里蘭卡(Sri Lanka),0
97,2008-3,斯里蘭卡(Sri Lanka),0
97,2008-4,斯里蘭卡(Sri Lanka),93
97,2008-5,斯里蘭卡(Sri Lanka),0
97,2008-6,斯里蘭卡(Sri Lanka),0
97,2008-7,斯里蘭卡(Sri Lanka),0
97,2008-8,斯里蘭卡(Sri Lanka),0
97,2008-9,斯里蘭卡(Sri Lanka),0
97,2008-10,斯里蘭卡(Sri Lanka),0
97,2008-11,斯里蘭卡(Sri Lanka),0
97,2008-12,斯里蘭卡(Sri Lanka),0
98,2009-1,斯里蘭卡(Sri Lanka),0
98,2009-2,斯里蘭卡(Sri Lanka),240
98,2009-3,斯里蘭卡(Sri Lanka),204
98,2009-4,斯里蘭卡(Sri Lanka),0
98,2009-5,斯里蘭卡(Sri Lanka),0
98,2009-6,斯里蘭卡(Sri Lanka),0
98,2009-7,斯里蘭卡(Sri Lanka),0
98,2009-8,斯里蘭卡(Sri Lanka),0
98,2009-9,斯里蘭卡(Sri Lanka),0
98,2009-10,斯里蘭卡(Sri Lanka),0
98,2009-11,斯里蘭卡(Sri Lanka),114
98,2009-12,斯里蘭卡(Sri Lanka),62
99,2010-1,斯里蘭卡(Sri Lanka),0
99,2010-2,斯里蘭卡(Sri Lanka),0
99,2010-3,斯里蘭卡(Sri Lanka),0
99,2010-4,斯里蘭卡(Sri Lanka),0
99,2010-5,斯里蘭卡(Sri Lanka),0
99,2010-6,斯里蘭卡(Sri Lanka),0
99,2010-7,斯里蘭卡(Sri Lanka),0
99,2010-8,斯里蘭卡(Sri Lanka),0
99,2010-9,斯里蘭卡(Sri Lanka),0
99,2010-10,斯里蘭卡(Sri Lanka),120
99,2010-11,斯里蘭卡(Sri Lanka),0
99,2010-12,斯里蘭卡(Sri Lanka),0
100,2011-1,斯里蘭卡(Sri Lanka),0
100,2011-2,斯里蘭卡(Sri Lanka),0
100,2011-3,斯里蘭卡(Sri Lanka),0
100,2011-4,斯里蘭卡(Sri Lanka),0
100,2011-5,斯里蘭卡(Sri Lanka),0
100,2011-6,斯里蘭卡(Sri Lanka),0
100,2011-7,斯里蘭卡(Sri Lanka),167
100,2011-8,斯里蘭卡(Sri Lanka),0
100,2011-9,斯里蘭卡(Sri Lanka),126
100,2011-10,斯里蘭卡(Sri Lanka),110
100,2011-11,斯里蘭卡(Sri Lanka),0
100,2011-12,斯里蘭卡(Sri Lanka),110
101,2012-1,斯里蘭卡(Sri Lanka),2
101,2012-2,斯里蘭卡(Sri Lanka),229
101,2012-3,斯里蘭卡(Sri Lanka),0
101,2012-4,斯里蘭卡(Sri Lanka),0
101,2012-5,斯里蘭卡(Sri Lanka),0
101,2012-6,斯里蘭卡(Sri Lanka),0
101,2012-7,斯里蘭卡(Sri Lanka),0
101,2012-8,斯里蘭卡(Sri Lanka),0
101,2012-9,斯里蘭卡(Sri Lanka),0
101,2012-10,斯里蘭卡(Sri Lanka),0
101,2012-11,斯里蘭卡(Sri Lanka),2
101,2012-12,斯里蘭卡(Sri Lanka),0
102,2013-1,斯里蘭卡(Sri Lanka),1
102,2013-2,斯里蘭卡(Sri Lanka),1
102,2013-3,斯里蘭卡(Sri Lanka),0
102,2013-4,斯里蘭卡(Sri Lanka),0
102,2013-5,斯里蘭卡(Sri Lanka),0
102,2013-6,斯里蘭卡(Sri Lanka),0
102,2013-7,斯里蘭卡(Sri Lanka),0
102,2013-8,斯里蘭卡(Sri Lanka),2
102,2013-9,斯里蘭卡(Sri Lanka),0
102,2013-10,斯里蘭卡(Sri Lanka),0
102,2013-11,斯里蘭卡(Sri Lanka),0
102,2013-12,斯里蘭卡(Sri Lanka),0
103,2014-1,斯里蘭卡(Sri Lanka),0
103,2014-2,斯里蘭卡(Sri Lanka),0
103,2014-3,斯里蘭卡(Sri Lanka),0
103,2014-4,斯里蘭卡(Sri Lanka),0
103,2014-5,斯里蘭卡(Sri Lanka),0
103,2014-6,斯里蘭卡(Sri Lanka),0
103,2014-7,斯里蘭卡(Sri Lanka),0
103,2014-8,斯里蘭卡(Sri Lanka),0
103,2014-9,斯里蘭卡(Sri Lanka),0
103,2014-10,斯里蘭卡(Sri Lanka),0
103,2014-11,斯里蘭卡(Sri Lanka),0
103,2014-12,斯里蘭卡(Sri Lanka),0
104,2015-1,斯里蘭卡(Sri Lanka),1
104,2015-2,斯里蘭卡(Sri Lanka),2
104,2015-3,斯里蘭卡(Sri Lanka),1
104,2015-4,斯里蘭卡(Sri Lanka),9
104,2015-5,斯里蘭卡(Sri Lanka),2
104,2015-6,斯里蘭卡(Sri Lanka),0
104,2015-7,斯里蘭卡(Sri Lanka),0
104,2015-8,斯里蘭卡(Sri Lanka),0
104,2015-9,斯里蘭卡(Sri Lanka),1
104,2015-10,斯里蘭卡(Sri Lanka),0
104,2015-11,斯里蘭卡(Sri Lanka),0
104,2015-12,斯里蘭卡(Sri Lanka),1
105,2016-1,斯里蘭卡(Sri Lanka),0
105,2016-2,斯里蘭卡(Sri Lanka),0
105,2016-3,斯里蘭卡(Sri Lanka),8
105,2016-4,斯里蘭卡(Sri Lanka),0
105,2016-5,斯里蘭卡(Sri Lanka),0
105,2016-6,斯里蘭卡(Sri Lanka),2
105,2016-7,斯里蘭卡(Sri Lanka),175
105,2016-8,斯里蘭卡(Sri Lanka),182
105,2016-9,斯里蘭卡(Sri Lanka),123
105,2016-10,斯里蘭卡(Sri Lanka),190
105,2016-11,斯里蘭卡(Sri Lanka),140
105,2016-12,斯里蘭卡(Sri Lanka),124
106,2017-1,斯里蘭卡(Sri Lanka),401
106,2017-2,斯里蘭卡(Sri Lanka),181
106,2017-3,斯里蘭卡(Sri Lanka),157
106,2017-4,斯里蘭卡(Sri Lanka),147
106,2017-5,斯里蘭卡(Sri Lanka),147
106,2017-6,斯里蘭卡(Sri Lanka),126
106,2017-7,斯里蘭卡(Sri Lanka),240
106,2017-8,斯里蘭卡(Sri Lanka),199
106,2017-9,斯里蘭卡(Sri Lanka),153
106,2017-10,斯里蘭卡(Sri Lanka),150
97,2008-1,不丹(Bhutan),2
97,2008-2,不丹(Bhutan),1539
97,2008-3,不丹(Bhutan),102
97,2008-4,不丹(Bhutan),713
97,2008-5,不丹(Bhutan),15
97,2008-6,不丹(Bhutan),529
97,2008-7,不丹(Bhutan),149
97,2008-8,不丹(Bhutan),547
97,2008-9,不丹(Bhutan),342
97,2008-10,不丹(Bhutan),605
97,2008-11,不丹(Bhutan),112
97,2008-12,不丹(Bhutan),1000
98,2009-1,不丹(Bhutan),174
98,2009-2,不丹(Bhutan),88
98,2009-3,不丹(Bhutan),236
98,2009-4,不丹(Bhutan),372
98,2009-5,不丹(Bhutan),1384
98,2009-6,不丹(Bhutan),492
98,2009-7,不丹(Bhutan),496
98,2009-8,不丹(Bhutan),1032
98,2009-9,不丹(Bhutan),157
98,2009-10,不丹(Bhutan),289
98,2009-11,不丹(Bhutan),421
98,2009-12,不丹(Bhutan),388
99,2010-1,不丹(Bhutan),213
99,2010-2,不丹(Bhutan),949
99,2010-3,不丹(Bhutan),505
99,2010-4,不丹(Bhutan),1555
99,2010-5,不丹(Bhutan),511
99,2010-6,不丹(Bhutan),1118
99,2010-7,不丹(Bhutan),1864
99,2010-8,不丹(Bhutan),505
99,2010-9,不丹(Bhutan),769
99,2010-10,不丹(Bhutan),331
99,2010-11,不丹(Bhutan),264
99,2010-12,不丹(Bhutan),530
100,2011-1,不丹(Bhutan),220
100,2011-2,不丹(Bhutan),234
100,2011-3,不丹(Bhutan),265
100,2011-4,不丹(Bhutan),237
100,2011-5,不丹(Bhutan),365
100,2011-6,不丹(Bhutan),378
100,2011-7,不丹(Bhutan),33
100,2011-8,不丹(Bhutan),1
100,2011-9,不丹(Bhutan),178
100,2011-10,不丹(Bhutan),1011
100,2011-11,不丹(Bhutan),606
100,2011-12,不丹(Bhutan),155
101,2012-1,不丹(Bhutan),247
101,2012-2,不丹(Bhutan),53
101,2012-3,不丹(Bhutan),0
101,2012-4,不丹(Bhutan),92
101,2012-5,不丹(Bhutan),13
101,2012-6,不丹(Bhutan),66
101,2012-7,不丹(Bhutan),86
101,2012-8,不丹(Bhutan),1
101,2012-9,不丹(Bhutan),0
101,2012-10,不丹(Bhutan),0
101,2012-11,不丹(Bhutan),0
101,2012-12,不丹(Bhutan),0
102,2013-1,不丹(Bhutan),0
102,2013-2,不丹(Bhutan),0
102,2013-3,不丹(Bhutan),0
102,2013-4,不丹(Bhutan),9
102,2013-5,不丹(Bhutan),0
102,2013-6,不丹(Bhutan),7
102,2013-7,不丹(Bhutan),0
102,2013-8,不丹(Bhutan),2
102,2013-9,不丹(Bhutan),4
102,2013-10,不丹(Bhutan),0
102,2013-11,不丹(Bhutan),4
102,2013-12,不丹(Bhutan),0
103,2014-1,不丹(Bhutan),1
103,2014-2,不丹(Bhutan),0
103,2014-3,不丹(Bhutan),0
103,2014-4,不丹(Bhutan),0
103,2014-5,不丹(Bhutan),0
103,2014-6,不丹(Bhutan),0
103,2014-7,不丹(Bhutan),0
103,2014-8,不丹(Bhutan),1
103,2014-9,不丹(Bhutan),0
103,2014-10,不丹(Bhutan),0
103,2014-11,不丹(Bhutan),0
103,2014-12,不丹(Bhutan),0
104,2015-1,不丹(Bhutan),0
104,2015-2,不丹(Bhutan),1
104,2015-3,不丹(Bhutan),9
104,2015-4,不丹(Bhutan),1
104,2015-5,不丹(Bhutan),4
104,2015-6,不丹(Bhutan),10
104,2015-7,不丹(Bhutan),0
104,2015-8,不丹(Bhutan),4
104,2015-9,不丹(Bhutan),0
104,2015-10,不丹(Bhutan),0
104,2015-11,不丹(Bhutan),0
104,2015-12,不丹(Bhutan),0
105,2016-1,不丹(Bhutan),0
105,2016-2,不丹(Bhutan),21
105,2016-3,不丹(Bhutan),0
105,2016-4,不丹(Bhutan),18
105,2016-5,不丹(Bhutan),0
105,2016-6,不丹(Bhutan),25
105,2016-7,不丹(Bhutan),62
105,2016-8,不丹(Bhutan),98
105,2016-9,不丹(Bhutan),152
105,2016-10,不丹(Bhutan),191
105,2016-11,不丹(Bhutan),200
105,2016-12,不丹(Bhutan),428
106,2017-1,不丹(Bhutan),162
106,2017-2,不丹(Bhutan),210
106,2017-3,不丹(Bhutan),274
106,2017-4,不丹(Bhutan),246
106,2017-5,不丹(Bhutan),278
106,2017-6,不丹(Bhutan),201
106,2017-7,不丹(Bhutan),135
106,2017-8,不丹(Bhutan),155
106,2017-9,不丹(Bhutan),219
106,2017-10,不丹(Bhutan),138
97,2008-1,尼泊爾(Nepal),0
97,2008-2,尼泊爾(Nepal),0
97,2008-3,尼泊爾(Nepal),0
97,2008-4,尼泊爾(Nepal),0
97,2008-5,尼泊爾(Nepal),0
97,2008-6,尼泊爾(Nepal),0
97,2008-7,尼泊爾(Nepal),0
97,2008-8,尼泊爾(Nepal),0
97,2008-9,尼泊爾(Nepal),0
97,2008-10,尼泊爾(Nepal),0
97,2008-11,尼泊爾(Nepal),0
97,2008-12,尼泊爾(Nepal),0
98,2009-1,尼泊爾(Nepal),0
98,2009-2,尼泊爾(Nepal),0
98,2009-3,尼泊爾(Nepal),0
98,2009-4,尼泊爾(Nepal),0
98,2009-5,尼泊爾(Nepal),0
98,2009-6,尼泊爾(Nepal),0
98,2009-7,尼泊爾(Nepal),183
98,2009-8,尼泊爾(Nepal),0
98,2009-9,尼泊爾(Nepal),0
98,2009-10,尼泊爾(Nepal),0
98,2009-11,尼泊爾(Nepal),0
98,2009-12,尼泊爾(Nepal),0
99,2010-1,尼泊爾(Nepal),0
99,2010-2,尼泊爾(Nepal),0
99,2010-3,尼泊爾(Nepal),0
99,2010-4,尼泊爾(Nepal),0
99,2010-5,尼泊爾(Nepal),0
99,2010-6,尼泊爾(Nepal),0
