Y_M,Country,Cases,YMD
2009-3,Hungary,0,2009-03-01
2009-3,Iceland,0,2009-03-01
2009-3,India,0,2009-03-01
2009-3,Indonesia,0,2009-03-01
2009-3,Iran (Islamic Republic of),0,2009-03-01
2009-3,Iraq,0,2009-03-01
2009-3,Ireland,0,2009-03-01
2009-3,Israel,0,2009-03-01
2009-3,Italy,0,2009-03-01
2009-3,Jamaica,0,2009-03-01
2009-3,Japan,0,2009-03-01
2009-3,Jordan,0,2009-03-01
2009-3,Kazakhstan,0,2009-03-01
2009-3,Kenya,0,2009-03-01
2009-3,Kyrgyzstan,0,2009-03-01
2009-3,Lao People's Democratic Republic,0,2009-03-01
2009-3,Latvia,0,2009-03-01
2009-3,Lithuania,0,2009-03-01
2009-3,Luxembourg,0,2009-03-01
2009-3,Madagascar,0,2009-03-01
2009-3,Malaysia,0,2009-03-01
2009-3,Mali,0,2009-03-01
2009-3,Malta,0,2009-03-01
2009-3,Martinique,0,2009-03-01
2009-3,Mauritania,0,2009-03-01
2009-3,Mauritius,0,2009-03-01
2009-3,Mexico,52,2009-03-01
2009-3,Mongolia,0,2009-03-01
2009-3,Morocco,0,2009-03-01
2009-3,Mozambique,0,2009-03-01
2009-3,Netherlands,0,2009-03-01
2009-3,New Caledonia,0,2009-03-01
2009-3,New Zealand,0,2009-03-01
2009-3,Nicaragua,0,2009-03-01
2009-3,Niger,0,2009-03-01
2009-3,Nigeria,0,2009-03-01
2009-3,Norway,0,2009-03-01
2009-3,Oman,0,2009-03-01
2009-3,Pakistan,0,2009-03-01
2009-3,Panama,0,2009-03-01
2009-3,Paraguay,0,2009-03-01
2009-3,Peru,0,2009-03-01
2009-3,Philippines,0,2009-03-01
2009-3,Poland,0,2009-03-01
2009-3,Portugal,0,2009-03-01
2009-3,Republic of Korea,0,2009-03-01
2009-3,Republic of Moldova,0,2009-03-01
2009-3,Romania,0,2009-03-01
2009-3,Russian Federation,0,2009-03-01
2009-3,Rwanda,0,2009-03-01
2009-3,Senegal,0,2009-03-01
2009-3,Serbia,0,2009-03-01
2009-3,Sierra Leone,0,2009-03-01
2009-3,Singapore,0,2009-03-01
2009-3,Slovakia,0,2009-03-01
2009-3,Slovenia,0,2009-03-01
2009-3,South Africa,0,2009-03-01
2009-3,Spain,0,2009-03-01
2009-3,Sri Lanka,0,2009-03-01
2009-3,Sudan,0,2009-03-01
2009-3,Suriname,0,2009-03-01
2009-3,Sweden,0,2009-03-01
2009-3,Switzerland,0,2009-03-01
2009-3,Thailand,0,2009-03-01
2009-3,The former Yugoslav Republic of Macedonia,0,2009-03-01
2009-3,Togo,0,2009-03-01
2009-3,Tunisia,0,2009-03-01
2009-3,Turkey,0,2009-03-01
2009-3,Uganda,0,2009-03-01
2009-3,Ukraine,0,2009-03-01
2009-3,United Kingdom of Great Britain and Northern Ireland,0,2009-03-01
2009-3,United Republic of Tanzania,0,2009-03-01
2009-3,United States of America,0,2009-03-01
2009-3,Uruguay,0,2009-03-01
2009-3,Viet Nam,0,2009-03-01
2009-3,Zambia,0,2009-03-01
2009-4,Afghanistan,0,2009-04-01
2009-4,Albania,0,2009-04-01
2009-4,Algeria,0,2009-04-01
2009-4,Angola,0,2009-04-01
2009-4,Argentina,0,2009-04-01
2009-4,Armenia,0,2009-04-01
2009-4,Australia,0,2009-04-01
2009-4,Austria,0,2009-04-01
2009-4,Azerbaijan,0,2009-04-01
2009-4,Bangladesh,0,2009-04-01
2009-4,Belarus,0,2009-04-01
2009-4,Belgium,0,2009-04-01
2009-4,Bolivia,0,2009-04-01
2009-4,Bosnia and Herzegovina,0,2009-04-01
2009-4,Brazil,0,2009-04-01
2009-4,Bulgaria,0,2009-04-01
2009-4,Burkina Faso,0,2009-04-01
2009-4,C�te d'Ivoire,0,2009-04-01
2009-4,Cambodia,0,2009-04-01
2009-4,Cameroon,0,2009-04-01
2009-4,Canada,0,2009-04-01
2009-4,Cape Verde,0,2009-04-01
2009-4,Central African Republic,0,2009-04-01
2009-4,Chile,0,2009-04-01
2009-4,China,0,2009-04-01
2009-4,Colombia,13,2009-04-01
2009-4,Costa Rica,1,2009-04-01
2009-4,Croatia,0,2009-04-01
2009-4,Cuba,0,2009-04-01
2009-4,Czech Republic,0,2009-04-01
2009-4,Democratic Republic of the Congo,0,2009-04-01
2009-4,Denmark,0,2009-04-01
2009-4,Dominican Republic,0,2009-04-01
2009-4,Ecuador,0,2009-04-01
2009-4,Egypt,0,2009-04-01
2009-4,El Salvador,4,2009-04-01
2009-4,Estonia,0,2009-04-01
2009-4,Ethiopia,0,2009-04-01
2009-4,Fiji,0,2009-04-01
2009-4,Finland,0,2009-04-01
2009-4,France,0,2009-04-01
2009-4,French Guiana,0,2009-04-01
2009-4,Gambia,0,2009-04-01
2009-4,Georgia,0,2009-04-01
2009-4,Germany,0,2009-04-01
2009-4,Ghana,0,2009-04-01
2009-4,Greece,0,2009-04-01
2009-4,Guadeloupe,0,2009-04-01
2009-4,Guatemala,0,2009-04-01
2009-4,Guinea,0,2009-04-01
2009-4,Guinea-Bissau,0,2009-04-01
2009-4,Honduras,0,2009-04-01
2009-4,Hungary,0,2009-04-01
2009-4,Iceland,0,2009-04-01
2009-4,India,0,2009-04-01
2009-4,Indonesia,0,2009-04-01
2009-4,Iran (Islamic Republic of),0,2009-04-01
2009-4,Iraq,0,2009-04-01
2009-4,Ireland,0,2009-04-01
2009-4,Israel,0,2009-04-01
2009-4,Italy,0,2009-04-01
2009-4,Jamaica,0,2009-04-01
2009-4,Japan,0,2009-04-01
2009-4,Jordan,0,2009-04-01
2009-4,Kazakhstan,0,2009-04-01
2009-4,Kenya,0,2009-04-01
2009-4,Kyrgyzstan,0,2009-04-01
2009-4,Lao People's Democratic Republic,0,2009-04-01
2009-4,Latvia,0,2009-04-01
2009-4,Lithuania,0,2009-04-01
2009-4,Luxembourg,0,2009-04-01
2009-4,Madagascar,0,2009-04-01
2009-4,Malaysia,17,2009-04-01
2009-4,Mali,0,2009-04-01
2009-4,Malta,0,2009-04-01
2009-4,Martinique,0,2009-04-01
2009-4,Mauritania,0,2009-04-01
2009-4,Mauritius,0,2009-04-01
2009-4,Mexico,239,2009-04-01
2009-4,Mongolia,0,2009-04-01
2009-4,Morocco,0,2009-04-01
2009-4,Mozambique,0,2009-04-01
2009-4,Netherlands,0,2009-04-01
2009-4,New Caledonia,0,2009-04-01
2009-4,New Zealand,0,2009-04-01
2009-4,Nicaragua,0,2009-04-01
2009-4,Niger,0,2009-04-01
2009-4,Nigeria,0,2009-04-01
2009-4,Norway,0,2009-04-01
2009-4,Oman,0,2009-04-01
2009-4,Pakistan,0,2009-04-01
2009-4,Panama,0,2009-04-01
2009-4,Paraguay,0,2009-04-01
2009-4,Peru,0,2009-04-01
2009-4,Philippines,0,2009-04-01
2009-4,Poland,0,2009-04-01
2009-4,Portugal,0,2009-04-01
2009-4,Republic of Korea,0,2009-04-01
2009-4,Republic of Moldova,0,2009-04-01
2009-4,Romania,0,2009-04-01
2009-4,Russian Federation,0,2009-04-01
2009-4,Rwanda,0,2009-04-01
2009-4,Senegal,0,2009-04-01
2009-4,Serbia,0,2009-04-01
2009-4,Sierra Leone,0,2009-04-01
2009-4,Singapore,0,2009-04-01
2009-4,Slovakia,0,2009-04-01
2009-4,Slovenia,0,2009-04-01
2009-4,South Africa,0,2009-04-01
2009-4,Spain,0,2009-04-01
2009-4,Sri Lanka,0,2009-04-01
2009-4,Sudan,0,2009-04-01
2009-4,Suriname,0,2009-04-01
2009-4,Sweden,0,2009-04-01
2009-4,Switzerland,0,2009-04-01
2009-4,Thailand,0,2009-04-01
2009-4,The former Yugoslav Republic of Macedonia,0,2009-04-01
2009-4,Togo,0,2009-04-01
2009-4,Tunisia,0,2009-04-01
2009-4,Turkey,0,2009-04-01
2009-4,Uganda,0,2009-04-01
2009-4,Ukraine,0,2009-04-01
2009-4,United Kingdom of Great Britain and Northern Ireland,0,2009-04-01
2009-4,United Republic of Tanzania,0,2009-04-01
2009-4,United States of America,20,2009-04-01
2009-4,Uruguay,0,2009-04-01
2009-4,Viet Nam,0,2009-04-01
2009-4,Zambia,0,2009-04-01
2009-5,Afghanistan,0,2009-05-01
2009-5,Albania,0,2009-05-01
2009-5,Algeria,0,2009-05-01
2009-5,Angola,0,2009-05-01
2009-5,Argentina,128,2009-05-01
2009-5,Armenia,0,2009-05-01
2009-5,Australia,1,2009-05-01
2009-5,Austria,0,2009-05-01
2009-5,Azerbaijan,0,2009-05-01
2009-5,Bangladesh,0,2009-05-01
2009-5,Belarus,0,2009-05-01
2009-5,Belgium,0,2009-05-01
2009-5,Bolivia,0,2009-05-01
2009-5,Bosnia and Herzegovina,0,2009-05-01
2009-5,Brazil,8,2009-05-01
2009-5,Bulgaria,0,2009-05-01
2009-5,Burkina Faso,0,2009-05-01
2009-5,C�te d'Ivoire,0,2009-05-01
2009-5,Cambodia,0,2009-05-01
2009-5,Cameroon,0,2009-05-01
2009-5,Canada,327,2009-05-01
2009-5,Cape Verde,0,2009-05-01
2009-5,Central African Republic,0,2009-05-01
2009-5,Chile,114,2009-05-01
2009-5,China,7,2009-05-01
2009-5,Colombia,25,2009-05-01
2009-5,Costa Rica,0,2009-05-01
2009-5,Croatia,0,2009-05-01
2009-5,Cuba,4,2009-05-01
2009-5,Czech Republic,1,2009-05-01
2009-5,Democratic Republic of the Congo,0,2009-05-01
2009-5,Denmark,1,2009-05-01
2009-5,Dominican Republic,0,2009-05-01
2009-5,Ecuador,25,2009-05-01
2009-5,Egypt,0,2009-05-01
2009-5,El Salvador,42,2009-05-01
2009-5,Estonia,0,2009-05-01
2009-5,Ethiopia,0,2009-05-01
2009-5,Fiji,0,2009-05-01
2009-5,Finland,0,2009-05-01
2009-5,France,8,2009-05-01
2009-5,French Guiana,0,2009-05-01
2009-5,Gambia,0,2009-05-01
2009-5,Georgia,0,2009-05-01
2009-5,Germany,16,2009-05-01
2009-5,Ghana,0,2009-05-01
2009-5,Greece,0,2009-05-01
2009-5,Guadeloupe,0,2009-05-01
2009-5,Guatemala,0,2009-05-01
2009-5,Guinea,0,2009-05-01
2009-5,Guinea-Bissau,0,2009-05-01
2009-5,Honduras,107,2009-05-01
2009-5,Hungary,0,2009-05-01
2009-5,Iceland,0,2009-05-01
2009-5,India,0,2009-05-01
2009-5,Indonesia,0,2009-05-01
2009-5,Iran (Islamic Republic of),0,2009-05-01
2009-5,Iraq,0,2009-05-01
2009-5,Ireland,2,2009-05-01
2009-5,Israel,33,2009-05-01
2009-5,Italy,25,2009-05-01
2009-5,Jamaica,3,2009-05-01
2009-5,Japan,294,2009-05-01
2009-5,Jordan,0,2009-05-01
2009-5,Kazakhstan,0,2009-05-01
2009-5,Kenya,0,2009-05-01
2009-5,Kyrgyzstan,0,2009-05-01
2009-5,Lao People's Democratic Republic,0,2009-05-01
2009-5,Latvia,0,2009-05-01
2009-5,Lithuania,0,2009-05-01
2009-5,Luxembourg,0,2009-05-01
2009-5,Madagascar,0,2009-05-01
2009-5,Malaysia,3,2009-05-01
2009-5,Mali,0,2009-05-01
2009-5,Malta,0,2009-05-01
2009-5,Martinique,0,2009-05-01
2009-5,Mauritania,0,2009-05-01
2009-5,Mauritius,0,2009-05-01
2009-5,Mexico,1373,2009-05-01
2009-5,Mongolia,0,2009-05-01
2009-5,Morocco,0,2009-05-01
2009-5,Mozambique,0,2009-05-01
2009-5,Netherlands,4,2009-05-01
2009-5,New Caledonia,0,2009-05-01
2009-5,New Zealand,0,2009-05-01
2009-5,Nicaragua,0,2009-05-01
2009-5,Niger,0,2009-05-01
2009-5,Nigeria,0,2009-05-01
2009-5,Norway,5,2009-05-01
2009-5,Oman,0,2009-05-01
2009-5,Pakistan,0,2009-05-01
2009-5,Panama,23,2009-05-01
2009-5,Paraguay,27,2009-05-01
2009-5,Peru,0,2009-05-01
2009-5,Philippines,15,2009-05-01
2009-5,Poland,3,2009-05-01
2009-5,Portugal,0,2009-05-01
2009-5,Republic of Korea,0,2009-05-01
2009-5,Republic of Moldova,0,2009-05-01
2009-5,Romania,0,2009-05-01
2009-5,Russian Federation,0,2009-05-01
2009-5,Rwanda,0,2009-05-01
2009-5,Senegal,0,2009-05-01
2009-5,Serbia,0,2009-05-01
2009-5,Sierra Leone,0,2009-05-01
2009-5,Singapore,1,2009-05-01
2009-5,Slovakia,0,2009-05-01
2009-5,Slovenia,0,2009-05-01
2009-5,South Africa,0,2009-05-01
2009-5,Spain,0,2009-05-01
2009-5,Sri Lanka,0,2009-05-01
2009-5,Sudan,0,2009-05-01
2009-5,Suriname,0,2009-05-01
2009-5,Sweden,0,2009-05-01
2009-5,Switzerland,1,2009-05-01
2009-5,Thailand,10,2009-05-01
2009-5,The former Yugoslav Republic of Macedonia,0,2009-05-01
2009-5,Togo,0,2009-05-01
2009-5,Tunisia,0,2009-05-01
2009-5,Turkey,0,2009-05-01
2009-5,Uganda,0,2009-05-01
2009-5,Ukraine,0,2009-05-01
2009-5,United Kingdom of Great Britain and Northern Ireland,59,2009-05-01
2009-5,United Republic of Tanzania,0,2009-05-01
2009-5,United States of America,0,2009-05-01
2009-5,Uruguay,0,2009-05-01
2009-5,Viet Nam,0,2009-05-01
2009-5,Zambia,0,2009-05-01
2009-6,Afghanistan,0,2009-06-01
2009-6,Albania,0,2009-06-01
2009-6,Algeria,2,2009-06-01
2009-6,Angola,0,2009-06-01
2009-6,Argentina,1276,2009-06-01
2009-6,Armenia,0,2009-06-01
2009-6,Australia,239,2009-06-01
2009-6,Austria,0,2009-06-01
2009-6,Azerbaijan,0,2009-06-01
2009-6,Bangladesh,0,2009-06-01
2009-6,Belarus,0,2009-06-01
2009-6,Belgium,25,2009-06-01
2009-6,Bolivia,0,2009-06-01
2009-6,Bosnia and Herzegovina,0,2009-06-01
2009-6,Brazil,436,2009-06-01
2009-6,Bulgaria,8,2009-06-01
2009-6,Burkina Faso,0,2009-06-01
2009-6,C�te d'Ivoire,2,2009-06-01
2009-6,Cambodia,6,2009-06-01
2009-6,Cameroon,0,2009-06-01
2009-6,Canada,1271,2009-06-01
2009-6,Cape Verde,3,2009-06-01
2009-6,Central African Republic,0,2009-06-01
2009-6,Chile,1661,2009-06-01
2009-6,China,658,2009-06-01
2009-6,Colombia,153,2009-06-01
2009-6,Costa Rica,0,2009-06-01
2009-6,Croatia,0,2009-06-01
2009-6,Cuba,117,2009-06-01
2009-6,Czech Republic,3,2009-06-01
2009-6,Democratic Republic of the Congo,0,2009-06-01
2009-6,Denmark,44,2009-06-01
2009-6,Dominican Republic,0,2009-06-01
2009-6,Ecuador,108,2009-06-01
2009-6,Egypt,53,2009-06-01
2009-6,El Salvador,311,2009-06-01
2009-6,Estonia,13,2009-06-01
2009-6,Ethiopia,0,2009-06-01
2009-6,Fiji,15,2009-06-01
2009-6,Finland,0,2009-06-01
2009-6,France,63,2009-06-01
2009-6,French Guiana,0,2009-06-01
2009-6,Gambia,0,2009-06-01
2009-6,Georgia,0,2009-06-01
2009-6,Germany,209,2009-06-01
2009-6,Ghana,0,2009-06-01
2009-6,Greece,70,2009-06-01
2009-6,Guadeloupe,0,2009-06-01
2009-6,Guatemala,0,2009-06-01
2009-6,Guinea,0,2009-06-01
2009-6,Guinea-Bissau,0,2009-06-01
2009-6,Honduras,94,2009-06-01
2009-6,Hungary,6,2009-06-01
2009-6,Iceland,0,2009-06-01
2009-6,India,22,2009-06-01
2009-6,Indonesia,0,2009-06-01
2009-6,Iran (Islamic Republic of),1,2009-06-01
2009-6,Iraq,1,2009-06-01
2009-6,Ireland,60,2009-06-01
2009-6,Israel,414,2009-06-01
2009-6,Italy,107,2009-06-01
2009-6,Jamaica,40,2009-06-01
2009-6,Japan,691,2009-06-01
2009-6,Jordan,0,2009-06-01
2009-6,Kazakhstan,0,2009-06-01
2009-6,Kenya,11,2009-06-01
2009-6,Kyrgyzstan,0,2009-06-01
2009-6,Lao People's Democratic Republic,0,2009-06-01
2009-6,Latvia,0,2009-06-01
2009-6,Lithuania,0,2009-06-01
2009-6,Luxembourg,1,2009-06-01
2009-6,Madagascar,0,2009-06-01
2009-6,Malaysia,1,2009-06-01
2009-6,Mali,0,2009-06-01
2009-6,Malta,0,2009-06-01
2009-6,Martinique,3,2009-06-01
2009-6,Mauritania,0,2009-06-01
2009-6,Mauritius,0,2009-06-01
2009-6,Mexico,485,2009-06-01
2009-6,Mongolia,0,2009-06-01
2009-6,Morocco,17,2009-06-01
2009-6,Mozambique,0,2009-06-01
2009-6,Netherlands,124,2009-06-01
2009-6,New Caledonia,2,2009-06-01
2009-6,New Zealand,40,2009-06-01
2009-6,Nicaragua,0,2009-06-01
2009-6,Niger,0,2009-06-01
2009-6,Nigeria,0,2009-06-01
2009-6,Norway,14,2009-06-01
2009-6,Oman,0,2009-06-01
2009-6,Pakistan,1,2009-06-01
2009-6,Panama,0,2009-06-01
2009-6,Paraguay,429,2009-06-01
2009-6,Peru,0,2009-06-01
2009-6,Philippines,988,2009-06-01
2009-6,Poland,12,2009-06-01
2009-6,Portugal,0,2009-06-01
2009-6,Republic of Korea,140,2009-06-01
2009-6,Republic of Moldova,0,2009-06-01
2009-6,Romania,9,2009-06-01
2009-6,Russian Federation,1,2009-06-01
2009-6,Rwanda,0,2009-06-01
2009-6,Senegal,0,2009-06-01
2009-6,Serbia,20,2009-06-01
2009-6,Sierra Leone,0,2009-06-01
2009-6,Singapore,195,2009-06-01
2009-6,Slovakia,13,2009-06-01
2009-6,Slovenia,4,2009-06-01
2009-6,South Africa,8,2009-06-01
2009-6,Spain,0,2009-06-01
2009-6,Sri Lanka,13,2009-06-01
2009-6,Sudan,0,2009-06-01
2009-6,Suriname,11,2009-06-01
2009-6,Sweden,35,2009-06-01
2009-6,Switzerland,32,2009-06-01
2009-6,Thailand,30,2009-06-01
2009-6,The former Yugoslav Republic of Macedonia,1,2009-06-01
2009-6,Togo,0,2009-06-01
2009-6,Tunisia,3,2009-06-01
2009-6,Turkey,8,2009-06-01
2009-6,Uganda,0,2009-06-01
2009-6,Ukraine,1,2009-06-01
2009-6,United Kingdom of Great Britain and Northern Ireland,240,2009-06-01
2009-6,United Republic of Tanzania,0,2009-06-01
2009-6,United States of America,0,2009-06-01
2009-6,Uruguay,206,2009-06-01
2009-6,Viet Nam,0,2009-06-01
2009-6,Zambia,0,2009-06-01
2009-7,Afghanistan,0,2009-07-01
2009-7,Albania,0,2009-07-01
2009-7,Algeria,10,2009-07-01
2009-7,Angola,0,2009-07-01
2009-7,Argentina,883,2009-07-01
2009-7,Armenia,0,2009-07-01
2009-7,Australia,1971,2009-07-01
2009-7,Austria,0,2009-07-01
2009-7,Azerbaijan,0,2009-07-01
2009-7,Bangladesh,0,2009-07-01
2009-7,Belarus,0,2009-07-01
2009-7,Belgium,101,2009-07-01
2009-7,Bolivia,0,2009-07-01
2009-7,Bosnia and Herzegovina,0,2009-07-01
2009-7,Brazil,173,2009-07-01
2009-7,Bulgaria,25,2009-07-01
2009-7,Burkina Faso,0,2009-07-01
2009-7,C�te d'Ivoire,0,2009-07-01
2009-7,Cambodia,13,2009-07-01
2009-7,Cameroon,0,2009-07-01
2009-7,Canada,887,2009-07-01
2009-7,Cape Verde,3,2009-07-01
2009-7,Central African Republic,0,2009-07-01
2009-7,Chile,1920,2009-07-01
2009-7,China,2038,2009-07-01
2009-7,Colombia,115,2009-07-01
2009-7,Costa Rica,0,2009-07-01
2009-7,Croatia,47,2009-07-01
2009-7,Cuba,150,2009-07-01
2009-7,Czech Republic,0,2009-07-01
2009-7,Democratic Republic of the Congo,0,2009-07-01
2009-7,Denmark,212,2009-07-01
2009-7,Dominican Republic,0,2009-07-01
2009-7,Ecuador,469,2009-07-01
2009-7,Egypt,119,2009-07-01
2009-7,El Salvador,257,2009-07-01
2009-7,Estonia,21,2009-07-01
2009-7,Ethiopia,0,2009-07-01
2009-7,Fiji,193,2009-07-01
2009-7,Finland,1,2009-07-01
2009-7,France,64,2009-07-01
2009-7,French Guiana,0,2009-07-01
2009-7,Gambia,0,2009-07-01
2009-7,Georgia,2,2009-07-01
2009-7,Germany,241,2009-07-01
2009-7,Ghana,0,2009-07-01
2009-7,Greece,595,2009-07-01
2009-7,Guadeloupe,2,2009-07-01
2009-7,Guatemala,0,2009-07-01
2009-7,Guinea,0,2009-07-01
2009-7,Guinea-Bissau,0,2009-07-01
2009-7,Honduras,100,2009-07-01
2009-7,Hungary,21,2009-07-01
2009-7,Iceland,0,2009-07-01
2009-7,India,113,2009-07-01
2009-7,Indonesia,0,2009-07-01
2009-7,Iran (Islamic Republic of),46,2009-07-01
2009-7,Iraq,19,2009-07-01
2009-7,Ireland,304,2009-07-01
2009-7,Israel,995,2009-07-01
2009-7,Italy,1000,2009-07-01
2009-7,Jamaica,30,2009-07-01
2009-7,Japan,1176,2009-07-01
2009-7,Jordan,0,2009-07-01
2009-7,Kazakhstan,0,2009-07-01
2009-7,Kenya,18,2009-07-01
2009-7,Kyrgyzstan,0,2009-07-01
2009-7,Lao People's Democratic Republic,0,2009-07-01
2009-7,Latvia,9,2009-07-01
2009-7,Lithuania,0,2009-07-01
2009-7,Luxembourg,41,2009-07-01
2009-7,Madagascar,0,2009-07-01
2009-7,Malaysia,17,2009-07-01
2009-7,Mali,0,2009-07-01
2009-7,Malta,0,2009-07-01
2009-7,Martinique,0,2009-07-01
2009-7,Mauritania,0,2009-07-01
2009-7,Mauritius,0,2009-07-01
2009-7,Mexico,0,2009-07-01
2009-7,Mongolia,0,2009-07-01
2009-7,Morocco,29,2009-07-01
2009-7,Mozambique,0,2009-07-01
2009-7,Netherlands,327,2009-07-01
2009-7,New Caledonia,85,2009-07-01
2009-7,New Zealand,699,2009-07-01
2009-7,Nicaragua,0,2009-07-01
2009-7,Niger,0,2009-07-01
2009-7,Nigeria,0,2009-07-01
2009-7,Norway,334,2009-07-01
2009-7,Oman,0,2009-07-01
2009-7,Pakistan,0,2009-07-01
2009-7,Panama,0,2009-07-01
2009-7,Paraguay,179,2009-07-01
2009-7,Peru,0,2009-07-01
2009-7,Philippines,2375,2009-07-01
2009-7,Poland,56,2009-07-01
2009-7,Portugal,0,2009-07-01
2009-7,Republic of Korea,868,2009-07-01
2009-7,Republic of Moldova,0,2009-07-01
2009-7,Romania,85,2009-07-01
2009-7,Russian Federation,16,2009-07-01
2009-7,Rwanda,0,2009-07-01
2009-7,Senegal,0,2009-07-01
2009-7,Serbia,106,2009-07-01
2009-7,Sierra Leone,0,2009-07-01
2009-7,Singapore,1785,2009-07-01
2009-7,Slovakia,37,2009-07-01
2009-7,Slovenia,103,2009-07-01
2009-7,South Africa,206,2009-07-01
2009-7,Spain,0,2009-07-01
2009-7,Sri Lanka,42,2009-07-01
2009-7,Sudan,2,2009-07-01
2009-7,Suriname,0,2009-07-01
2009-7,Sweden,397,2009-07-01
2009-7,Switzerland,192,2009-07-01
2009-7,Thailand,139,2009-07-01
2009-7,The former Yugoslav Republic of Macedonia,12,2009-07-01
2009-7,Togo,0,2009-07-01
2009-7,Tunisia,11,2009-07-01
2009-7,Turkey,15,2009-07-01
2009-7,Uganda,0,2009-07-01
2009-7,Ukraine,0,2009-07-01
2009-7,United Kingdom of Great Britain and Northern Ireland,374,2009-07-01
2009-7,United Republic of Tanzania,0,2009-07-01
2009-7,United States of America,0,2009-07-01
2009-7,Uruguay,205,2009-07-01
2009-7,Viet Nam,9,2009-07-01
2009-7,Zambia,0,2009-07-01
2009-8,Afghanistan,0,2009-08-01
2009-8,Albania,0,2009-08-01
2009-8,Algeria,22,2009-08-01
2009-8,Angola,0,2009-08-01
2009-8,Argentina,419,2009-08-01
2009-8,Armenia,0,2009-08-01
2009-8,Australia,1914,2009-08-01
2009-8,Austria,0,2009-08-01
2009-8,Azerbaijan,0,2009-08-01
2009-8,Bangladesh,0,2009-08-01
2009-8,Belarus,0,2009-08-01
2009-8,Belgium,68,2009-08-01
2009-8,Bolivia,0,2009-08-01
2009-8,Bosnia and Herzegovina,0,2009-08-01
2009-8,Brazil,323,2009-08-01
2009-8,Bulgaria,32,2009-08-01
2009-8,Burkina Faso,0,2009-08-01
2009-8,C�te d'Ivoire,0,2009-08-01
2009-8,Cambodia,23,2009-08-01
2009-8,Cameroon,4,2009-08-01
2009-8,Canada,0,2009-08-01
2009-8,Cape Verde,42,2009-08-01
2009-8,Central African Republic,0,2009-08-01
2009-8,Chile,155,2009-08-01
2009-8,China,25,2009-08-01
2009-8,Colombia,429,2009-08-01
2009-8,Costa Rica,0,2009-08-01
2009-8,Croatia,66,2009-08-01
2009-8,Cuba,141,2009-08-01
2009-8,Czech Republic,0,2009-08-01
2009-8,Democratic Republic of the Congo,0,2009-08-01
2009-8,Denmark,328,2009-08-01
2009-8,Dominican Republic,0,2009-08-01
2009-8,Ecuador,376,2009-08-01
2009-8,Egypt,527,2009-08-01
2009-8,El Salvador,91,2009-08-01
2009-8,Estonia,27,2009-08-01
2009-8,Ethiopia,0,2009-08-01
2009-8,Fiji,13,2009-08-01
2009-8,Finland,2,2009-08-01
2009-8,France,129,2009-08-01
2009-8,French Guiana,55,2009-08-01
2009-8,Gambia,0,2009-08-01
2009-8,Georgia,14,2009-08-01
2009-8,Germany,132,2009-08-01
2009-8,Ghana,8,2009-08-01
2009-8,Greece,1177,2009-08-01
2009-8,Guadeloupe,17,2009-08-01
2009-8,Guatemala,0,2009-08-01
2009-8,Guinea,0,2009-08-01
2009-8,Guinea-Bissau,0,2009-08-01
2009-8,Honduras,181,2009-08-01
2009-8,Hungary,73,2009-08-01
2009-8,Iceland,0,2009-08-01
2009-8,India,1430,2009-08-01
2009-8,Indonesia,0,2009-08-01
2009-8,Iran (Islamic Republic of),171,2009-08-01
2009-8,Iraq,0,2009-08-01
2009-8,Ireland,518,2009-08-01
2009-8,Israel,1445,2009-08-01
2009-8,Italy,552,2009-08-01
2009-8,Jamaica,14,2009-08-01
2009-8,Japan,748,2009-08-01
2009-8,Jordan,0,2009-08-01
2009-8,Kazakhstan,0,2009-08-01
2009-8,Kenya,79,2009-08-01
2009-8,Kyrgyzstan,4,2009-08-01
2009-8,Lao People's Democratic Republic,0,2009-08-01
2009-8,Latvia,15,2009-08-01
2009-8,Lithuania,25,2009-08-01
2009-8,Luxembourg,76,2009-08-01
2009-8,Madagascar,0,2009-08-01
2009-8,Malaysia,241,2009-08-01
2009-8,Mali,0,2009-08-01
2009-8,Malta,0,2009-08-01
2009-8,Martinique,58,2009-08-01
2009-8,Mauritania,0,2009-08-01
2009-8,Mauritius,0,2009-08-01
2009-8,Mexico,1575,2009-08-01
2009-8,Mongolia,0,2009-08-01
2009-8,Morocco,78,2009-08-01
2009-8,Mozambique,0,2009-08-01
2009-8,Netherlands,1050,2009-08-01
2009-8,New Caledonia,379,2009-08-01
2009-8,New Zealand,206,2009-08-01
2009-8,Nicaragua,0,2009-08-01
2009-8,Niger,0,2009-08-01
2009-8,Nigeria,0,2009-08-01
2009-8,Norway,363,2009-08-01
2009-8,Oman,0,2009-08-01
2009-8,Pakistan,1,2009-08-01
2009-8,Panama,0,2009-08-01
2009-8,Paraguay,51,2009-08-01
2009-8,Peru,0,2009-08-01
2009-8,Philippines,573,2009-08-01
2009-8,Poland,84,2009-08-01
2009-8,Portugal,0,2009-08-01
2009-8,Republic of Korea,172,2009-08-01
2009-8,Republic of Moldova,0,2009-08-01
2009-8,Romania,189,2009-08-01
2009-8,Russian Federation,128,2009-08-01
2009-8,Rwanda,0,2009-08-01
2009-8,Senegal,0,2009-08-01
2009-8,Serbia,14,2009-08-01
2009-8,Sierra Leone,0,2009-08-01
2009-8,Singapore,2358,2009-08-01
2009-8,Slovakia,32,2009-08-01
2009-8,Slovenia,108,2009-08-01
2009-8,South Africa,789,2009-08-01
