T_Y,Y_M,Ch_Country,Country,Cases,YMD
106,2017-7,聖露西亞,Saint,1,2017-07-01
106,2017-8,聖露西亞,Saint,0,2017-08-01
106,2017-9,聖露西亞,Saint,7,2017-09-01
106,2017-10,聖露西亞,Saint,0,2017-10-01
97,2008-1,智利,Chile,0,2008-01-01
97,2008-2,智利,Chile,0,2008-02-01
97,2008-3,智利,Chile,0,2008-03-01
97,2008-4,智利,Chile,0,2008-04-01
97,2008-5,智利,Chile,0,2008-05-01
97,2008-6,智利,Chile,0,2008-06-01
97,2008-7,智利,Chile,0,2008-07-01
97,2008-8,智利,Chile,0,2008-08-01
97,2008-9,智利,Chile,0,2008-09-01
97,2008-10,智利,Chile,0,2008-10-01
97,2008-11,智利,Chile,0,2008-11-01
97,2008-12,智利,Chile,0,2008-12-01
98,2009-1,智利,Chile,0,2009-01-01
98,2009-2,智利,Chile,0,2009-02-01
98,2009-3,智利,Chile,0,2009-03-01
98,2009-4,智利,Chile,0,2009-04-01
98,2009-5,智利,Chile,0,2009-05-01
98,2009-6,智利,Chile,0,2009-06-01
98,2009-7,智利,Chile,0,2009-07-01
98,2009-8,智利,Chile,0,2009-08-01
98,2009-9,智利,Chile,0,2009-09-01
98,2009-10,智利,Chile,0,2009-10-01
98,2009-11,智利,Chile,1,2009-11-01
98,2009-12,智利,Chile,0,2009-12-01
99,2010-1,智利,Chile,0,2010-01-01
99,2010-2,智利,Chile,0,2010-02-01
99,2010-3,智利,Chile,0,2010-03-01
99,2010-4,智利,Chile,0,2010-04-01
99,2010-5,智利,Chile,0,2010-05-01
99,2010-6,智利,Chile,0,2010-06-01
99,2010-7,智利,Chile,0,2010-07-01
99,2010-8,智利,Chile,0,2010-08-01
99,2010-9,智利,Chile,0,2010-09-01
99,2010-10,智利,Chile,0,2010-10-01
99,2010-11,智利,Chile,0,2010-11-01
99,2010-12,智利,Chile,0,2010-12-01
100,2011-1,智利,Chile,0,2011-01-01
100,2011-2,智利,Chile,1,2011-02-01
100,2011-3,智利,Chile,0,2011-03-01
100,2011-4,智利,Chile,0,2011-04-01
100,2011-5,智利,Chile,0,2011-05-01
100,2011-6,智利,Chile,0,2011-06-01
100,2011-7,智利,Chile,0,2011-07-01
100,2011-8,智利,Chile,0,2011-08-01
100,2011-9,智利,Chile,0,2011-09-01
100,2011-10,智利,Chile,0,2011-10-01
100,2011-11,智利,Chile,0,2011-11-01
100,2011-12,智利,Chile,0,2011-12-01
101,2012-1,智利,Chile,0,2012-01-01
101,2012-2,智利,Chile,0,2012-02-01
101,2012-3,智利,Chile,0,2012-03-01
101,2012-4,智利,Chile,0,2012-04-01
101,2012-5,智利,Chile,0,2012-05-01
101,2012-6,智利,Chile,0,2012-06-01
101,2012-7,智利,Chile,0,2012-07-01
101,2012-8,智利,Chile,0,2012-08-01
101,2012-9,智利,Chile,0,2012-09-01
101,2012-10,智利,Chile,0,2012-10-01
101,2012-11,智利,Chile,0,2012-11-01
101,2012-12,智利,Chile,0,2012-12-01
102,2013-1,智利,Chile,0,2013-01-01
102,2013-2,智利,Chile,0,2013-02-01
102,2013-3,智利,Chile,0,2013-03-01
102,2013-4,智利,Chile,0,2013-04-01
102,2013-5,智利,Chile,0,2013-05-01
102,2013-6,智利,Chile,0,2013-06-01
102,2013-7,智利,Chile,0,2013-07-01
102,2013-8,智利,Chile,0,2013-08-01
102,2013-9,智利,Chile,0,2013-09-01
102,2013-10,智利,Chile,0,2013-10-01
102,2013-11,智利,Chile,0,2013-11-01
102,2013-12,智利,Chile,0,2013-12-01
103,2014-1,智利,Chile,0,2014-01-01
103,2014-2,智利,Chile,0,2014-02-01
103,2014-3,智利,Chile,0,2014-03-01
103,2014-4,智利,Chile,0,2014-04-01
103,2014-5,智利,Chile,0,2014-05-01
103,2014-6,智利,Chile,0,2014-06-01
103,2014-7,智利,Chile,0,2014-07-01
103,2014-8,智利,Chile,0,2014-08-01
103,2014-9,智利,Chile,0,2014-09-01
103,2014-10,智利,Chile,0,2014-10-01
103,2014-11,智利,Chile,0,2014-11-01
103,2014-12,智利,Chile,0,2014-12-01
104,2015-1,智利,Chile,0,2015-01-01
104,2015-2,智利,Chile,0,2015-02-01
104,2015-3,智利,Chile,0,2015-03-01
104,2015-4,智利,Chile,0,2015-04-01
104,2015-5,智利,Chile,0,2015-05-01
104,2015-6,智利,Chile,0,2015-06-01
104,2015-7,智利,Chile,0,2015-07-01
104,2015-8,智利,Chile,0,2015-08-01
104,2015-9,智利,Chile,0,2015-09-01
104,2015-10,智利,Chile,0,2015-10-01
104,2015-11,智利,Chile,0,2015-11-01
104,2015-12,智利,Chile,0,2015-12-01
105,2016-1,智利,Chile,0,2016-01-01
105,2016-2,智利,Chile,0,2016-02-01
105,2016-3,智利,Chile,0,2016-03-01
105,2016-4,智利,Chile,0,2016-04-01
105,2016-5,智利,Chile,0,2016-05-01
105,2016-6,智利,Chile,0,2016-06-01
105,2016-7,智利,Chile,0,2016-07-01
105,2016-8,智利,Chile,8,2016-08-01
105,2016-9,智利,Chile,18,2016-09-01
105,2016-10,智利,Chile,27,2016-10-01
105,2016-11,智利,Chile,24,2016-11-01
105,2016-12,智利,Chile,20,2016-12-01
106,2017-1,智利,Chile,39,2017-01-01
106,2017-2,智利,Chile,31,2017-02-01
106,2017-3,智利,Chile,34,2017-03-01
106,2017-4,智利,Chile,43,2017-04-01
106,2017-5,智利,Chile,38,2017-05-01
106,2017-6,智利,Chile,29,2017-06-01
106,2017-7,智利,Chile,47,2017-07-01
106,2017-8,智利,Chile,29,2017-08-01
106,2017-9,智利,Chile,28,2017-09-01
106,2017-10,智利,Chile,71,2017-10-01
97,2008-1,委內瑞拉,Venezuela,0,2008-01-01
97,2008-2,委內瑞拉,Venezuela,0,2008-02-01
97,2008-3,委內瑞拉,Venezuela,0,2008-03-01
97,2008-4,委內瑞拉,Venezuela,0,2008-04-01
97,2008-5,委內瑞拉,Venezuela,0,2008-05-01
97,2008-6,委內瑞拉,Venezuela,0,2008-06-01
97,2008-7,委內瑞拉,Venezuela,0,2008-07-01
97,2008-8,委內瑞拉,Venezuela,0,2008-08-01
97,2008-9,委內瑞拉,Venezuela,0,2008-09-01
97,2008-10,委內瑞拉,Venezuela,0,2008-10-01
97,2008-11,委內瑞拉,Venezuela,0,2008-11-01
97,2008-12,委內瑞拉,Venezuela,0,2008-12-01
98,2009-1,委內瑞拉,Venezuela,0,2009-01-01
98,2009-2,委內瑞拉,Venezuela,0,2009-02-01
98,2009-3,委內瑞拉,Venezuela,0,2009-03-01
98,2009-4,委內瑞拉,Venezuela,0,2009-04-01
98,2009-5,委內瑞拉,Venezuela,0,2009-05-01
98,2009-6,委內瑞拉,Venezuela,0,2009-06-01
98,2009-7,委內瑞拉,Venezuela,0,2009-07-01
98,2009-8,委內瑞拉,Venezuela,0,2009-08-01
98,2009-9,委內瑞拉,Venezuela,0,2009-09-01
98,2009-10,委內瑞拉,Venezuela,0,2009-10-01
98,2009-11,委內瑞拉,Venezuela,0,2009-11-01
98,2009-12,委內瑞拉,Venezuela,0,2009-12-01
99,2010-1,委內瑞拉,Venezuela,0,2010-01-01
99,2010-2,委內瑞拉,Venezuela,0,2010-02-01
99,2010-3,委內瑞拉,Venezuela,0,2010-03-01
99,2010-4,委內瑞拉,Venezuela,0,2010-04-01
99,2010-5,委內瑞拉,Venezuela,0,2010-05-01
99,2010-6,委內瑞拉,Venezuela,0,2010-06-01
99,2010-7,委內瑞拉,Venezuela,0,2010-07-01
99,2010-8,委內瑞拉,Venezuela,0,2010-08-01
99,2010-9,委內瑞拉,Venezuela,202,2010-09-01
99,2010-10,委內瑞拉,Venezuela,0,2010-10-01
99,2010-11,委內瑞拉,Venezuela,0,2010-11-01
99,2010-12,委內瑞拉,Venezuela,0,2010-12-01
100,2011-1,委內瑞拉,Venezuela,0,2011-01-01
100,2011-2,委內瑞拉,Venezuela,0,2011-02-01
100,2011-3,委內瑞拉,Venezuela,294,2011-03-01
100,2011-4,委內瑞拉,Venezuela,0,2011-04-01
100,2011-5,委內瑞拉,Venezuela,0,2011-05-01
100,2011-6,委內瑞拉,Venezuela,195,2011-06-01
100,2011-7,委內瑞拉,Venezuela,0,2011-07-01
100,2011-8,委內瑞拉,Venezuela,0,2011-08-01
100,2011-9,委內瑞拉,Venezuela,0,2011-09-01
100,2011-10,委內瑞拉,Venezuela,34,2011-10-01
100,2011-11,委內瑞拉,Venezuela,0,2011-11-01
100,2011-12,委內瑞拉,Venezuela,0,2011-12-01
101,2012-1,委內瑞拉,Venezuela,78,2012-01-01
101,2012-2,委內瑞拉,Venezuela,0,2012-02-01
101,2012-3,委內瑞拉,Venezuela,0,2012-03-01
101,2012-4,委內瑞拉,Venezuela,0,2012-04-01
101,2012-5,委內瑞拉,Venezuela,0,2012-05-01
101,2012-6,委內瑞拉,Venezuela,0,2012-06-01
101,2012-7,委內瑞拉,Venezuela,0,2012-07-01
101,2012-8,委內瑞拉,Venezuela,0,2012-08-01
101,2012-9,委內瑞拉,Venezuela,0,2012-09-01
101,2012-10,委內瑞拉,Venezuela,0,2012-10-01
101,2012-11,委內瑞拉,Venezuela,0,2012-11-01
101,2012-12,委內瑞拉,Venezuela,0,2012-12-01
102,2013-1,委內瑞拉,Venezuela,0,2013-01-01
102,2013-2,委內瑞拉,Venezuela,0,2013-02-01
102,2013-3,委內瑞拉,Venezuela,0,2013-03-01
102,2013-4,委內瑞拉,Venezuela,0,2013-04-01
102,2013-5,委內瑞拉,Venezuela,0,2013-05-01
102,2013-6,委內瑞拉,Venezuela,0,2013-06-01
102,2013-7,委內瑞拉,Venezuela,0,2013-07-01
102,2013-8,委內瑞拉,Venezuela,0,2013-08-01
102,2013-9,委內瑞拉,Venezuela,0,2013-09-01
102,2013-10,委內瑞拉,Venezuela,0,2013-10-01
102,2013-11,委內瑞拉,Venezuela,0,2013-11-01
102,2013-12,委內瑞拉,Venezuela,0,2013-12-01
103,2014-1,委內瑞拉,Venezuela,0,2014-01-01
103,2014-2,委內瑞拉,Venezuela,0,2014-02-01
103,2014-3,委內瑞拉,Venezuela,0,2014-03-01
103,2014-4,委內瑞拉,Venezuela,0,2014-04-01
103,2014-5,委內瑞拉,Venezuela,0,2014-05-01
103,2014-6,委內瑞拉,Venezuela,0,2014-06-01
103,2014-7,委內瑞拉,Venezuela,0,2014-07-01
103,2014-8,委內瑞拉,Venezuela,0,2014-08-01
103,2014-9,委內瑞拉,Venezuela,0,2014-09-01
103,2014-10,委內瑞拉,Venezuela,0,2014-10-01
103,2014-11,委內瑞拉,Venezuela,0,2014-11-01
103,2014-12,委內瑞拉,Venezuela,0,2014-12-01
104,2015-1,委內瑞拉,Venezuela,0,2015-01-01
104,2015-2,委內瑞拉,Venezuela,0,2015-02-01
104,2015-3,委內瑞拉,Venezuela,0,2015-03-01
104,2015-4,委內瑞拉,Venezuela,0,2015-04-01
104,2015-5,委內瑞拉,Venezuela,0,2015-05-01
104,2015-6,委內瑞拉,Venezuela,0,2015-06-01
104,2015-7,委內瑞拉,Venezuela,0,2015-07-01
104,2015-8,委內瑞拉,Venezuela,0,2015-08-01
104,2015-9,委內瑞拉,Venezuela,0,2015-09-01
104,2015-10,委內瑞拉,Venezuela,0,2015-10-01
104,2015-11,委內瑞拉,Venezuela,0,2015-11-01
104,2015-12,委內瑞拉,Venezuela,0,2015-12-01
105,2016-1,委內瑞拉,Venezuela,0,2016-01-01
105,2016-2,委內瑞拉,Venezuela,0,2016-02-01
105,2016-3,委內瑞拉,Venezuela,0,2016-03-01
105,2016-4,委內瑞拉,Venezuela,0,2016-04-01
105,2016-5,委內瑞拉,Venezuela,0,2016-05-01
105,2016-6,委內瑞拉,Venezuela,0,2016-06-01
105,2016-7,委內瑞拉,Venezuela,0,2016-07-01
105,2016-8,委內瑞拉,Venezuela,0,2016-08-01
105,2016-9,委內瑞拉,Venezuela,0,2016-09-01
105,2016-10,委內瑞拉,Venezuela,1,2016-10-01
105,2016-11,委內瑞拉,Venezuela,2,2016-11-01
105,2016-12,委內瑞拉,Venezuela,1,2016-12-01
106,2017-1,委內瑞拉,Venezuela,0,2017-01-01
106,2017-2,委內瑞拉,Venezuela,1,2017-02-01
106,2017-3,委內瑞拉,Venezuela,1,2017-03-01
106,2017-4,委內瑞拉,Venezuela,0,2017-04-01
106,2017-5,委內瑞拉,Venezuela,1,2017-05-01
106,2017-6,委內瑞拉,Venezuela,1,2017-06-01
106,2017-7,委內瑞拉,Venezuela,0,2017-07-01
106,2017-8,委內瑞拉,Venezuela,0,2017-08-01
106,2017-9,委內瑞拉,Venezuela,1,2017-09-01
106,2017-10,委內瑞拉,Venezuela,0,2017-10-01
97,2008-1,玻利維亞,Bolivia,0,2008-01-01
97,2008-2,玻利維亞,Bolivia,0,2008-02-01
97,2008-3,玻利維亞,Bolivia,0,2008-03-01
97,2008-4,玻利維亞,Bolivia,0,2008-04-01
97,2008-5,玻利維亞,Bolivia,0,2008-05-01
97,2008-6,玻利維亞,Bolivia,0,2008-06-01
97,2008-7,玻利維亞,Bolivia,0,2008-07-01
97,2008-8,玻利維亞,Bolivia,0,2008-08-01
97,2008-9,玻利維亞,Bolivia,0,2008-09-01
97,2008-10,玻利維亞,Bolivia,0,2008-10-01
97,2008-11,玻利維亞,Bolivia,0,2008-11-01
97,2008-12,玻利維亞,Bolivia,0,2008-12-01
98,2009-1,玻利維亞,Bolivia,0,2009-01-01
98,2009-2,玻利維亞,Bolivia,0,2009-02-01
98,2009-3,玻利維亞,Bolivia,0,2009-03-01
98,2009-4,玻利維亞,Bolivia,0,2009-04-01
98,2009-5,玻利維亞,Bolivia,0,2009-05-01
98,2009-6,玻利維亞,Bolivia,0,2009-06-01
98,2009-7,玻利維亞,Bolivia,0,2009-07-01
98,2009-8,玻利維亞,Bolivia,0,2009-08-01
98,2009-9,玻利維亞,Bolivia,0,2009-09-01
98,2009-10,玻利維亞,Bolivia,0,2009-10-01
98,2009-11,玻利維亞,Bolivia,0,2009-11-01
98,2009-12,玻利維亞,Bolivia,0,2009-12-01
99,2010-1,玻利維亞,Bolivia,0,2010-01-01
99,2010-2,玻利維亞,Bolivia,0,2010-02-01
99,2010-3,玻利維亞,Bolivia,0,2010-03-01
99,2010-4,玻利維亞,Bolivia,0,2010-04-01
99,2010-5,玻利維亞,Bolivia,0,2010-05-01
99,2010-6,玻利維亞,Bolivia,0,2010-06-01
99,2010-7,玻利維亞,Bolivia,0,2010-07-01
99,2010-8,玻利維亞,Bolivia,0,2010-08-01
99,2010-9,玻利維亞,Bolivia,0,2010-09-01
99,2010-10,玻利維亞,Bolivia,0,2010-10-01
99,2010-11,玻利維亞,Bolivia,0,2010-11-01
99,2010-12,玻利維亞,Bolivia,0,2010-12-01
100,2011-1,玻利維亞,Bolivia,0,2011-01-01
100,2011-2,玻利維亞,Bolivia,0,2011-02-01
100,2011-3,玻利維亞,Bolivia,0,2011-03-01
100,2011-4,玻利維亞,Bolivia,0,2011-04-01
100,2011-5,玻利維亞,Bolivia,0,2011-05-01
100,2011-6,玻利維亞,Bolivia,0,2011-06-01
100,2011-7,玻利維亞,Bolivia,0,2011-07-01
100,2011-8,玻利維亞,Bolivia,0,2011-08-01
100,2011-9,玻利維亞,Bolivia,1,2011-09-01
100,2011-10,玻利維亞,Bolivia,0,2011-10-01
100,2011-11,玻利維亞,Bolivia,0,2011-11-01
100,2011-12,玻利維亞,Bolivia,0,2011-12-01
101,2012-1,玻利維亞,Bolivia,0,2012-01-01
101,2012-2,玻利維亞,Bolivia,0,2012-02-01
101,2012-3,玻利維亞,Bolivia,0,2012-03-01
101,2012-4,玻利維亞,Bolivia,0,2012-04-01
101,2012-5,玻利維亞,Bolivia,0,2012-05-01
101,2012-6,玻利維亞,Bolivia,0,2012-06-01
101,2012-7,玻利維亞,Bolivia,0,2012-07-01
101,2012-8,玻利維亞,Bolivia,0,2012-08-01
101,2012-9,玻利維亞,Bolivia,0,2012-09-01
101,2012-10,玻利維亞,Bolivia,0,2012-10-01
101,2012-11,玻利維亞,Bolivia,0,2012-11-01
101,2012-12,玻利維亞,Bolivia,0,2012-12-01
102,2013-1,玻利維亞,Bolivia,0,2013-01-01
102,2013-2,玻利維亞,Bolivia,0,2013-02-01
102,2013-3,玻利維亞,Bolivia,0,2013-03-01
102,2013-4,玻利維亞,Bolivia,0,2013-04-01
102,2013-5,玻利維亞,Bolivia,0,2013-05-01
102,2013-6,玻利維亞,Bolivia,0,2013-06-01
102,2013-7,玻利維亞,Bolivia,0,2013-07-01
102,2013-8,玻利維亞,Bolivia,0,2013-08-01
102,2013-9,玻利維亞,Bolivia,0,2013-09-01
102,2013-10,玻利維亞,Bolivia,0,2013-10-01
102,2013-11,玻利維亞,Bolivia,0,2013-11-01
102,2013-12,玻利維亞,Bolivia,0,2013-12-01
103,2014-1,玻利維亞,Bolivia,0,2014-01-01
103,2014-2,玻利維亞,Bolivia,0,2014-02-01
103,2014-3,玻利維亞,Bolivia,0,2014-03-01
103,2014-4,玻利維亞,Bolivia,0,2014-04-01
103,2014-5,玻利維亞,Bolivia,0,2014-05-01
103,2014-6,玻利維亞,Bolivia,0,2014-06-01
103,2014-7,玻利維亞,Bolivia,0,2014-07-01
103,2014-8,玻利維亞,Bolivia,0,2014-08-01
103,2014-9,玻利維亞,Bolivia,0,2014-09-01
103,2014-10,玻利維亞,Bolivia,0,2014-10-01
103,2014-11,玻利維亞,Bolivia,0,2014-11-01
103,2014-12,玻利維亞,Bolivia,0,2014-12-01
104,2015-1,玻利維亞,Bolivia,0,2015-01-01
104,2015-2,玻利維亞,Bolivia,0,2015-02-01
104,2015-3,玻利維亞,Bolivia,0,2015-03-01
104,2015-4,玻利維亞,Bolivia,0,2015-04-01
104,2015-5,玻利維亞,Bolivia,0,2015-05-01
104,2015-6,玻利維亞,Bolivia,0,2015-06-01
104,2015-7,玻利維亞,Bolivia,0,2015-07-01
104,2015-8,玻利維亞,Bolivia,0,2015-08-01
104,2015-9,玻利維亞,Bolivia,0,2015-09-01
104,2015-10,玻利維亞,Bolivia,0,2015-10-01
104,2015-11,玻利維亞,Bolivia,0,2015-11-01
104,2015-12,玻利維亞,Bolivia,0,2015-12-01
105,2016-1,玻利維亞,Bolivia,0,2016-01-01
105,2016-2,玻利維亞,Bolivia,0,2016-02-01
105,2016-3,玻利維亞,Bolivia,0,2016-03-01
105,2016-4,玻利維亞,Bolivia,0,2016-04-01
105,2016-5,玻利維亞,Bolivia,0,2016-05-01
105,2016-6,玻利維亞,Bolivia,0,2016-06-01
105,2016-7,玻利維亞,Bolivia,0,2016-07-01
105,2016-8,玻利維亞,Bolivia,0,2016-08-01
105,2016-9,玻利維亞,Bolivia,0,2016-09-01
105,2016-10,玻利維亞,Bolivia,0,2016-10-01
105,2016-11,玻利維亞,Bolivia,0,2016-11-01
105,2016-12,玻利維亞,Bolivia,2,2016-12-01
106,2017-1,玻利維亞,Bolivia,1,2017-01-01
106,2017-2,玻利維亞,Bolivia,11,2017-02-01
106,2017-3,玻利維亞,Bolivia,0,2017-03-01
106,2017-4,玻利維亞,Bolivia,9,2017-04-01
106,2017-5,玻利維亞,Bolivia,1,2017-05-01
106,2017-6,玻利維亞,Bolivia,2,2017-06-01
106,2017-7,玻利維亞,Bolivia,3,2017-07-01
106,2017-8,玻利維亞,Bolivia,1,2017-08-01
106,2017-9,玻利維亞,Bolivia,0,2017-09-01
106,2017-10,玻利維亞,Bolivia,2,2017-10-01
97,2008-1,哥倫比亞,Colombia,0,2008-01-01
97,2008-2,哥倫比亞,Colombia,0,2008-02-01
97,2008-3,哥倫比亞,Colombia,0,2008-03-01
97,2008-4,哥倫比亞,Colombia,0,2008-04-01
97,2008-5,哥倫比亞,Colombia,0,2008-05-01
97,2008-6,哥倫比亞,Colombia,0,2008-06-01
97,2008-7,哥倫比亞,Colombia,0,2008-07-01
97,2008-8,哥倫比亞,Colombia,0,2008-08-01
97,2008-9,哥倫比亞,Colombia,0,2008-09-01
97,2008-10,哥倫比亞,Colombia,0,2008-10-01
97,2008-11,哥倫比亞,Colombia,0,2008-11-01
97,2008-12,哥倫比亞,Colombia,0,2008-12-01
98,2009-1,哥倫比亞,Colombia,0,2009-01-01
98,2009-2,哥倫比亞,Colombia,0,2009-02-01
98,2009-3,哥倫比亞,Colombia,0,2009-03-01
98,2009-4,哥倫比亞,Colombia,0,2009-04-01
98,2009-5,哥倫比亞,Colombia,0,2009-05-01
98,2009-6,哥倫比亞,Colombia,0,2009-06-01
98,2009-7,哥倫比亞,Colombia,0,2009-07-01
98,2009-8,哥倫比亞,Colombia,0,2009-08-01
98,2009-9,哥倫比亞,Colombia,0,2009-09-01
98,2009-10,哥倫比亞,Colombia,0,2009-10-01
98,2009-11,哥倫比亞,Colombia,0,2009-11-01
98,2009-12,哥倫比亞,Colombia,0,2009-12-01
99,2010-1,哥倫比亞,Colombia,0,2010-01-01
99,2010-2,哥倫比亞,Colombia,0,2010-02-01
99,2010-3,哥倫比亞,Colombia,0,2010-03-01
99,2010-4,哥倫比亞,Colombia,0,2010-04-01
99,2010-5,哥倫比亞,Colombia,0,2010-05-01
99,2010-6,哥倫比亞,Colombia,0,2010-06-01
99,2010-7,哥倫比亞,Colombia,0,2010-07-01
99,2010-8,哥倫比亞,Colombia,0,2010-08-01
99,2010-9,哥倫比亞,Colombia,0,2010-09-01
99,2010-10,哥倫比亞,Colombia,0,2010-10-01
99,2010-11,哥倫比亞,Colombia,0,2010-11-01
99,2010-12,哥倫比亞,Colombia,0,2010-12-01
100,2011-1,哥倫比亞,Colombia,0,2011-01-01
100,2011-2,哥倫比亞,Colombia,0,2011-02-01
100,2011-3,哥倫比亞,Colombia,0,2011-03-01
100,2011-4,哥倫比亞,Colombia,0,2011-04-01
100,2011-5,哥倫比亞,Colombia,0,2011-05-01
100,2011-6,哥倫比亞,Colombia,0,2011-06-01
100,2011-7,哥倫比亞,Colombia,0,2011-07-01
100,2011-8,哥倫比亞,Colombia,0,2011-08-01
100,2011-9,哥倫比亞,Colombia,0,2011-09-01
100,2011-10,哥倫比亞,Colombia,0,2011-10-01
100,2011-11,哥倫比亞,Colombia,0,2011-11-01
100,2011-12,哥倫比亞,Colombia,0,2011-12-01
101,2012-1,哥倫比亞,Colombia,0,2012-01-01
101,2012-2,哥倫比亞,Colombia,0,2012-02-01
101,2012-3,哥倫比亞,Colombia,0,2012-03-01
101,2012-4,哥倫比亞,Colombia,0,2012-04-01
101,2012-5,哥倫比亞,Colombia,0,2012-05-01
101,2012-6,哥倫比亞,Colombia,0,2012-06-01
101,2012-7,哥倫比亞,Colombia,0,2012-07-01
101,2012-8,哥倫比亞,Colombia,0,2012-08-01
101,2012-9,哥倫比亞,Colombia,0,2012-09-01
101,2012-10,哥倫比亞,Colombia,0,2012-10-01
101,2012-11,哥倫比亞,Colombia,0,2012-11-01
101,2012-12,哥倫比亞,Colombia,0,2012-12-01
102,2013-1,哥倫比亞,Colombia,0,2013-01-01
102,2013-2,哥倫比亞,Colombia,0,2013-02-01
102,2013-3,哥倫比亞,Colombia,0,2013-03-01
102,2013-4,哥倫比亞,Colombia,0,2013-04-01
102,2013-5,哥倫比亞,Colombia,0,2013-05-01
102,2013-6,哥倫比亞,Colombia,0,2013-06-01
102,2013-7,哥倫比亞,Colombia,0,2013-07-01
102,2013-8,哥倫比亞,Colombia,0,2013-08-01
102,2013-9,哥倫比亞,Colombia,0,2013-09-01
102,2013-10,哥倫比亞,Colombia,0,2013-10-01
102,2013-11,哥倫比亞,Colombia,0,2013-11-01
102,2013-12,哥倫比亞,Colombia,0,2013-12-01
103,2014-1,哥倫比亞,Colombia,0,2014-01-01
103,2014-2,哥倫比亞,Colombia,0,2014-02-01
103,2014-3,哥倫比亞,Colombia,0,2014-03-01
103,2014-4,哥倫比亞,Colombia,0,2014-04-01
103,2014-5,哥倫比亞,Colombia,0,2014-05-01
103,2014-6,哥倫比亞,Colombia,0,2014-06-01
103,2014-7,哥倫比亞,Colombia,0,2014-07-01
103,2014-8,哥倫比亞,Colombia,0,2014-08-01
103,2014-9,哥倫比亞,Colombia,0,2014-09-01
103,2014-10,哥倫比亞,Colombia,0,2014-10-01
103,2014-11,哥倫比亞,Colombia,0,2014-11-01
103,2014-12,哥倫比亞,Colombia,0,2014-12-01
104,2015-1,哥倫比亞,Colombia,0,2015-01-01
104,2015-2,哥倫比亞,Colombia,0,2015-02-01
104,2015-3,哥倫比亞,Colombia,0,2015-03-01
104,2015-4,哥倫比亞,Colombia,0,2015-04-01
104,2015-5,哥倫比亞,Colombia,0,2015-05-01
104,2015-6,哥倫比亞,Colombia,0,2015-06-01
104,2015-7,哥倫比亞,Colombia,0,2015-07-01
104,2015-8,哥倫比亞,Colombia,0,2015-08-01
104,2015-9,哥倫比亞,Colombia,0,2015-09-01
104,2015-10,哥倫比亞,Colombia,0,2015-10-01
104,2015-11,哥倫比亞,Colombia,0,2015-11-01
104,2015-12,哥倫比亞,Colombia,0,2015-12-01
105,2016-1,哥倫比亞,Colombia,0,2016-01-01
105,2016-2,哥倫比亞,Colombia,0,2016-02-01
105,2016-3,哥倫比亞,Colombia,0,2016-03-01
105,2016-4,哥倫比亞,Colombia,0,2016-04-01
105,2016-5,哥倫比亞,Colombia,0,2016-05-01
105,2016-6,哥倫比亞,Colombia,0,2016-06-01
105,2016-7,哥倫比亞,Colombia,0,2016-07-01
105,2016-8,哥倫比亞,Colombia,9,2016-08-01
105,2016-9,哥倫比亞,Colombia,31,2016-09-01
105,2016-10,哥倫比亞,Colombia,35,2016-10-01
105,2016-11,哥倫比亞,Colombia,13,2016-11-01
105,2016-12,哥倫比亞,Colombia,12,2016-12-01
106,2017-1,哥倫比亞,Colombia,10,2017-01-01
106,2017-2,哥倫比亞,Colombia,23,2017-02-01
106,2017-3,哥倫比亞,Colombia,29,2017-03-01
106,2017-4,哥倫比亞,Colombia,21,2017-04-01
106,2017-5,哥倫比亞,Colombia,21,2017-05-01
106,2017-6,哥倫比亞,Colombia,11,2017-06-01
106,2017-7,哥倫比亞,Colombia,19,2017-07-01
106,2017-8,哥倫比亞,Colombia,20,2017-08-01
106,2017-9,哥倫比亞,Colombia,14,2017-09-01
106,2017-10,哥倫比亞,Colombia,28,2017-10-01
97,2008-1,厄瓜多爾,Ecuador,0,2008-01-01
97,2008-2,厄瓜多爾,Ecuador,0,2008-02-01
97,2008-3,厄瓜多爾,Ecuador,0,2008-03-01
97,2008-4,厄瓜多爾,Ecuador,0,2008-04-01
97,2008-5,厄瓜多爾,Ecuador,0,2008-05-01
97,2008-6,厄瓜多爾,Ecuador,0,2008-06-01
97,2008-7,厄瓜多爾,Ecuador,0,2008-07-01
97,2008-8,厄瓜多爾,Ecuador,0,2008-08-01
97,2008-9,厄瓜多爾,Ecuador,0,2008-09-01
97,2008-10,厄瓜多爾,Ecuador,0,2008-10-01
97,2008-11,厄瓜多爾,Ecuador,0,2008-11-01
97,2008-12,厄瓜多爾,Ecuador,0,2008-12-01
98,2009-1,厄瓜多爾,Ecuador,0,2009-01-01
98,2009-2,厄瓜多爾,Ecuador,0,2009-02-01
98,2009-3,厄瓜多爾,Ecuador,0,2009-03-01
98,2009-4,厄瓜多爾,Ecuador,0,2009-04-01
98,2009-5,厄瓜多爾,Ecuador,0,2009-05-01
98,2009-6,厄瓜多爾,Ecuador,0,2009-06-01
98,2009-7,厄瓜多爾,Ecuador,0,2009-07-01
98,2009-8,厄瓜多爾,Ecuador,0,2009-08-01
98,2009-9,厄瓜多爾,Ecuador,0,2009-09-01
98,2009-10,厄瓜多爾,Ecuador,0,2009-10-01
98,2009-11,厄瓜多爾,Ecuador,0,2009-11-01
98,2009-12,厄瓜多爾,Ecuador,0,2009-12-01
