T_Y,Y_M,Ch_Country,Country,Cases,YMD
98,2009-5,馬爾地夫,Maldives,0,2009-05-01
98,2009-6,馬爾地夫,Maldives,0,2009-06-01
98,2009-7,馬爾地夫,Maldives,0,2009-07-01
98,2009-8,馬爾地夫,Maldives,0,2009-08-01
98,2009-9,馬爾地夫,Maldives,0,2009-09-01
98,2009-10,馬爾地夫,Maldives,0,2009-10-01
98,2009-11,馬爾地夫,Maldives,12,2009-11-01
98,2009-12,馬爾地夫,Maldives,0,2009-12-01
99,2010-1,馬爾地夫,Maldives,0,2010-01-01
99,2010-2,馬爾地夫,Maldives,0,2010-02-01
99,2010-3,馬爾地夫,Maldives,0,2010-03-01
99,2010-4,馬爾地夫,Maldives,0,2010-04-01
99,2010-5,馬爾地夫,Maldives,0,2010-05-01
99,2010-6,馬爾地夫,Maldives,0,2010-06-01
99,2010-7,馬爾地夫,Maldives,0,2010-07-01
99,2010-8,馬爾地夫,Maldives,2,2010-08-01
99,2010-9,馬爾地夫,Maldives,0,2010-09-01
99,2010-10,馬爾地夫,Maldives,0,2010-10-01
99,2010-11,馬爾地夫,Maldives,0,2010-11-01
99,2010-12,馬爾地夫,Maldives,0,2010-12-01
100,2011-1,馬爾地夫,Maldives,0,2011-01-01
100,2011-2,馬爾地夫,Maldives,0,2011-02-01
100,2011-3,馬爾地夫,Maldives,0,2011-03-01
100,2011-4,馬爾地夫,Maldives,0,2011-04-01
100,2011-5,馬爾地夫,Maldives,0,2011-05-01
100,2011-6,馬爾地夫,Maldives,0,2011-06-01
100,2011-7,馬爾地夫,Maldives,2,2011-07-01
100,2011-8,馬爾地夫,Maldives,0,2011-08-01
100,2011-9,馬爾地夫,Maldives,0,2011-09-01
100,2011-10,馬爾地夫,Maldives,0,2011-10-01
100,2011-11,馬爾地夫,Maldives,0,2011-11-01
100,2011-12,馬爾地夫,Maldives,0,2011-12-01
101,2012-1,馬爾地夫,Maldives,0,2012-01-01
101,2012-2,馬爾地夫,Maldives,0,2012-02-01
101,2012-3,馬爾地夫,Maldives,0,2012-03-01
101,2012-4,馬爾地夫,Maldives,0,2012-04-01
101,2012-5,馬爾地夫,Maldives,0,2012-05-01
101,2012-6,馬爾地夫,Maldives,0,2012-06-01
101,2012-7,馬爾地夫,Maldives,0,2012-07-01
101,2012-8,馬爾地夫,Maldives,0,2012-08-01
101,2012-9,馬爾地夫,Maldives,0,2012-09-01
101,2012-10,馬爾地夫,Maldives,0,2012-10-01
101,2012-11,馬爾地夫,Maldives,0,2012-11-01
101,2012-12,馬爾地夫,Maldives,0,2012-12-01
102,2013-1,馬爾地夫,Maldives,0,2013-01-01
102,2013-2,馬爾地夫,Maldives,8,2013-02-01
102,2013-3,馬爾地夫,Maldives,0,2013-03-01
102,2013-4,馬爾地夫,Maldives,0,2013-04-01
102,2013-5,馬爾地夫,Maldives,0,2013-05-01
102,2013-6,馬爾地夫,Maldives,0,2013-06-01
102,2013-7,馬爾地夫,Maldives,0,2013-07-01
102,2013-8,馬爾地夫,Maldives,0,2013-08-01
102,2013-9,馬爾地夫,Maldives,0,2013-09-01
102,2013-10,馬爾地夫,Maldives,0,2013-10-01
102,2013-11,馬爾地夫,Maldives,0,2013-11-01
102,2013-12,馬爾地夫,Maldives,0,2013-12-01
103,2014-1,馬爾地夫,Maldives,0,2014-01-01
103,2014-2,馬爾地夫,Maldives,0,2014-02-01
103,2014-3,馬爾地夫,Maldives,0,2014-03-01
103,2014-4,馬爾地夫,Maldives,0,2014-04-01
103,2014-5,馬爾地夫,Maldives,2,2014-05-01
103,2014-6,馬爾地夫,Maldives,0,2014-06-01
103,2014-7,馬爾地夫,Maldives,0,2014-07-01
103,2014-8,馬爾地夫,Maldives,0,2014-08-01
103,2014-9,馬爾地夫,Maldives,3,2014-09-01
103,2014-10,馬爾地夫,Maldives,0,2014-10-01
103,2014-11,馬爾地夫,Maldives,0,2014-11-01
103,2014-12,馬爾地夫,Maldives,0,2014-12-01
104,2015-1,馬爾地夫,Maldives,0,2015-01-01
104,2015-2,馬爾地夫,Maldives,0,2015-02-01
104,2015-3,馬爾地夫,Maldives,0,2015-03-01
104,2015-4,馬爾地夫,Maldives,0,2015-04-01
104,2015-5,馬爾地夫,Maldives,0,2015-05-01
104,2015-6,馬爾地夫,Maldives,0,2015-06-01
104,2015-7,馬爾地夫,Maldives,8,2015-07-01
104,2015-8,馬爾地夫,Maldives,0,2015-08-01
104,2015-9,馬爾地夫,Maldives,0,2015-09-01
104,2015-10,馬爾地夫,Maldives,0,2015-10-01
104,2015-11,馬爾地夫,Maldives,0,2015-11-01
104,2015-12,馬爾地夫,Maldives,0,2015-12-01
105,2016-1,馬爾地夫,Maldives,11,2016-01-01
105,2016-2,馬爾地夫,Maldives,2,2016-02-01
105,2016-3,馬爾地夫,Maldives,0,2016-03-01
105,2016-4,馬爾地夫,Maldives,0,2016-04-01
105,2016-5,馬爾地夫,Maldives,0,2016-05-01
105,2016-6,馬爾地夫,Maldives,3,2016-06-01
105,2016-7,馬爾地夫,Maldives,121,2016-07-01
105,2016-8,馬爾地夫,Maldives,109,2016-08-01
105,2016-9,馬爾地夫,Maldives,161,2016-09-01
105,2016-10,馬爾地夫,Maldives,159,2016-10-01
105,2016-11,馬爾地夫,Maldives,170,2016-11-01
105,2016-12,馬爾地夫,Maldives,199,2016-12-01
106,2017-1,馬爾地夫,Maldives,284,2017-01-01
106,2017-2,馬爾地夫,Maldives,200,2017-02-01
106,2017-3,馬爾地夫,Maldives,231,2017-03-01
106,2017-4,馬爾地夫,Maldives,155,2017-04-01
106,2017-5,馬爾地夫,Maldives,324,2017-05-01
106,2017-6,馬爾地夫,Maldives,206,2017-06-01
106,2017-7,馬爾地夫,Maldives,230,2017-07-01
106,2017-8,馬爾地夫,Maldives,246,2017-08-01
106,2017-9,馬爾地夫,Maldives,215,2017-09-01
106,2017-10,馬爾地夫,Maldives,469,2017-10-01
97,2008-1,賽席爾,Seychelles,0,2008-01-01
97,2008-2,賽席爾,Seychelles,0,2008-02-01
97,2008-3,賽席爾,Seychelles,0,2008-03-01
97,2008-4,賽席爾,Seychelles,0,2008-04-01
97,2008-5,賽席爾,Seychelles,0,2008-05-01
97,2008-6,賽席爾,Seychelles,0,2008-06-01
97,2008-7,賽席爾,Seychelles,0,2008-07-01
97,2008-8,賽席爾,Seychelles,0,2008-08-01
97,2008-9,賽席爾,Seychelles,0,2008-09-01
97,2008-10,賽席爾,Seychelles,0,2008-10-01
97,2008-11,賽席爾,Seychelles,0,2008-11-01
97,2008-12,賽席爾,Seychelles,0,2008-12-01
98,2009-1,賽席爾,Seychelles,0,2009-01-01
98,2009-2,賽席爾,Seychelles,0,2009-02-01
98,2009-3,賽席爾,Seychelles,0,2009-03-01
98,2009-4,賽席爾,Seychelles,0,2009-04-01
98,2009-5,賽席爾,Seychelles,0,2009-05-01
98,2009-6,賽席爾,Seychelles,0,2009-06-01
98,2009-7,賽席爾,Seychelles,0,2009-07-01
98,2009-8,賽席爾,Seychelles,0,2009-08-01
98,2009-9,賽席爾,Seychelles,0,2009-09-01
98,2009-10,賽席爾,Seychelles,0,2009-10-01
98,2009-11,賽席爾,Seychelles,0,2009-11-01
98,2009-12,賽席爾,Seychelles,0,2009-12-01
99,2010-1,賽席爾,Seychelles,0,2010-01-01
99,2010-2,賽席爾,Seychelles,0,2010-02-01
99,2010-3,賽席爾,Seychelles,0,2010-03-01
99,2010-4,賽席爾,Seychelles,0,2010-04-01
99,2010-5,賽席爾,Seychelles,0,2010-05-01
99,2010-6,賽席爾,Seychelles,0,2010-06-01
99,2010-7,賽席爾,Seychelles,0,2010-07-01
99,2010-8,賽席爾,Seychelles,0,2010-08-01
99,2010-9,賽席爾,Seychelles,0,2010-09-01
99,2010-10,賽席爾,Seychelles,0,2010-10-01
99,2010-11,賽席爾,Seychelles,0,2010-11-01
99,2010-12,賽席爾,Seychelles,0,2010-12-01
100,2011-1,賽席爾,Seychelles,0,2011-01-01
100,2011-2,賽席爾,Seychelles,99,2011-02-01
100,2011-3,賽席爾,Seychelles,0,2011-03-01
100,2011-4,賽席爾,Seychelles,0,2011-04-01
100,2011-5,賽席爾,Seychelles,0,2011-05-01
100,2011-6,賽席爾,Seychelles,0,2011-06-01
100,2011-7,賽席爾,Seychelles,0,2011-07-01
100,2011-8,賽席爾,Seychelles,0,2011-08-01
100,2011-9,賽席爾,Seychelles,0,2011-09-01
100,2011-10,賽席爾,Seychelles,110,2011-10-01
100,2011-11,賽席爾,Seychelles,0,2011-11-01
100,2011-12,賽席爾,Seychelles,0,2011-12-01
101,2012-1,賽席爾,Seychelles,0,2012-01-01
101,2012-2,賽席爾,Seychelles,0,2012-02-01
101,2012-3,賽席爾,Seychelles,0,2012-03-01
101,2012-4,賽席爾,Seychelles,0,2012-04-01
101,2012-5,賽席爾,Seychelles,0,2012-05-01
101,2012-6,賽席爾,Seychelles,0,2012-06-01
101,2012-7,賽席爾,Seychelles,0,2012-07-01
101,2012-8,賽席爾,Seychelles,0,2012-08-01
101,2012-9,賽席爾,Seychelles,0,2012-09-01
101,2012-10,賽席爾,Seychelles,0,2012-10-01
101,2012-11,賽席爾,Seychelles,0,2012-11-01
101,2012-12,賽席爾,Seychelles,0,2012-12-01
102,2013-1,賽席爾,Seychelles,0,2013-01-01
102,2013-2,賽席爾,Seychelles,0,2013-02-01
102,2013-3,賽席爾,Seychelles,0,2013-03-01
102,2013-4,賽席爾,Seychelles,0,2013-04-01
102,2013-5,賽席爾,Seychelles,0,2013-05-01
102,2013-6,賽席爾,Seychelles,0,2013-06-01
102,2013-7,賽席爾,Seychelles,0,2013-07-01
102,2013-8,賽席爾,Seychelles,3,2013-08-01
102,2013-9,賽席爾,Seychelles,0,2013-09-01
102,2013-10,賽席爾,Seychelles,0,2013-10-01
102,2013-11,賽席爾,Seychelles,4,2013-11-01
102,2013-12,賽席爾,Seychelles,0,2013-12-01
103,2014-1,賽席爾,Seychelles,0,2014-01-01
103,2014-2,賽席爾,Seychelles,0,2014-02-01
103,2014-3,賽席爾,Seychelles,0,2014-03-01
103,2014-4,賽席爾,Seychelles,0,2014-04-01
103,2014-5,賽席爾,Seychelles,0,2014-05-01
103,2014-6,賽席爾,Seychelles,0,2014-06-01
103,2014-7,賽席爾,Seychelles,0,2014-07-01
103,2014-8,賽席爾,Seychelles,0,2014-08-01
103,2014-9,賽席爾,Seychelles,0,2014-09-01
103,2014-10,賽席爾,Seychelles,0,2014-10-01
103,2014-11,賽席爾,Seychelles,0,2014-11-01
103,2014-12,賽席爾,Seychelles,0,2014-12-01
104,2015-1,賽席爾,Seychelles,0,2015-01-01
104,2015-2,賽席爾,Seychelles,2,2015-02-01
104,2015-3,賽席爾,Seychelles,7,2015-03-01
104,2015-4,賽席爾,Seychelles,8,2015-04-01
104,2015-5,賽席爾,Seychelles,6,2015-05-01
104,2015-6,賽席爾,Seychelles,0,2015-06-01
104,2015-7,賽席爾,Seychelles,0,2015-07-01
104,2015-8,賽席爾,Seychelles,0,2015-08-01
104,2015-9,賽席爾,Seychelles,0,2015-09-01
104,2015-10,賽席爾,Seychelles,0,2015-10-01
104,2015-11,賽席爾,Seychelles,6,2015-11-01
104,2015-12,賽席爾,Seychelles,0,2015-12-01
105,2016-1,賽席爾,Seychelles,0,2016-01-01
105,2016-2,賽席爾,Seychelles,0,2016-02-01
105,2016-3,賽席爾,Seychelles,0,2016-03-01
105,2016-4,賽席爾,Seychelles,7,2016-04-01
105,2016-5,賽席爾,Seychelles,0,2016-05-01
105,2016-6,賽席爾,Seychelles,0,2016-06-01
105,2016-7,賽席爾,Seychelles,7,2016-07-01
105,2016-8,賽席爾,Seychelles,5,2016-08-01
105,2016-9,賽席爾,Seychelles,25,2016-09-01
105,2016-10,賽席爾,Seychelles,4,2016-10-01
105,2016-11,賽席爾,Seychelles,6,2016-11-01
105,2016-12,賽席爾,Seychelles,1,2016-12-01
106,2017-1,賽席爾,Seychelles,25,2017-01-01
106,2017-2,賽席爾,Seychelles,7,2017-02-01
106,2017-3,賽席爾,Seychelles,8,2017-03-01
106,2017-4,賽席爾,Seychelles,10,2017-04-01
106,2017-5,賽席爾,Seychelles,0,2017-05-01
106,2017-6,賽席爾,Seychelles,9,2017-06-01
106,2017-7,賽席爾,Seychelles,1,2017-07-01
106,2017-8,賽席爾,Seychelles,3,2017-08-01
106,2017-9,賽席爾,Seychelles,0,2017-09-01
106,2017-10,賽席爾,Seychelles,5,2017-10-01
97,2008-1,吉里巴斯,Kiribati,0,2008-01-01
97,2008-2,吉里巴斯,Kiribati,0,2008-02-01
97,2008-3,吉里巴斯,Kiribati,0,2008-03-01
97,2008-4,吉里巴斯,Kiribati,0,2008-04-01
97,2008-5,吉里巴斯,Kiribati,0,2008-05-01
97,2008-6,吉里巴斯,Kiribati,0,2008-06-01
97,2008-7,吉里巴斯,Kiribati,23,2008-07-01
97,2008-8,吉里巴斯,Kiribati,0,2008-08-01
97,2008-9,吉里巴斯,Kiribati,0,2008-09-01
97,2008-10,吉里巴斯,Kiribati,0,2008-10-01
97,2008-11,吉里巴斯,Kiribati,0,2008-11-01
97,2008-12,吉里巴斯,Kiribati,0,2008-12-01
98,2009-1,吉里巴斯,Kiribati,0,2009-01-01
98,2009-2,吉里巴斯,Kiribati,0,2009-02-01
98,2009-3,吉里巴斯,Kiribati,0,2009-03-01
98,2009-4,吉里巴斯,Kiribati,0,2009-04-01
98,2009-5,吉里巴斯,Kiribati,0,2009-05-01
98,2009-6,吉里巴斯,Kiribati,0,2009-06-01
98,2009-7,吉里巴斯,Kiribati,0,2009-07-01
98,2009-8,吉里巴斯,Kiribati,0,2009-08-01
98,2009-9,吉里巴斯,Kiribati,0,2009-09-01
98,2009-10,吉里巴斯,Kiribati,0,2009-10-01
98,2009-11,吉里巴斯,Kiribati,0,2009-11-01
98,2009-12,吉里巴斯,Kiribati,0,2009-12-01
99,2010-1,吉里巴斯,Kiribati,0,2010-01-01
99,2010-2,吉里巴斯,Kiribati,0,2010-02-01
99,2010-3,吉里巴斯,Kiribati,0,2010-03-01
99,2010-4,吉里巴斯,Kiribati,0,2010-04-01
99,2010-5,吉里巴斯,Kiribati,0,2010-05-01
99,2010-6,吉里巴斯,Kiribati,0,2010-06-01
99,2010-7,吉里巴斯,Kiribati,0,2010-07-01
99,2010-8,吉里巴斯,Kiribati,0,2010-08-01
99,2010-9,吉里巴斯,Kiribati,0,2010-09-01
99,2010-10,吉里巴斯,Kiribati,0,2010-10-01
99,2010-11,吉里巴斯,Kiribati,0,2010-11-01
99,2010-12,吉里巴斯,Kiribati,0,2010-12-01
100,2011-1,吉里巴斯,Kiribati,0,2011-01-01
100,2011-2,吉里巴斯,Kiribati,0,2011-02-01
100,2011-3,吉里巴斯,Kiribati,0,2011-03-01
100,2011-4,吉里巴斯,Kiribati,0,2011-04-01
100,2011-5,吉里巴斯,Kiribati,0,2011-05-01
100,2011-6,吉里巴斯,Kiribati,0,2011-06-01
100,2011-7,吉里巴斯,Kiribati,0,2011-07-01
100,2011-8,吉里巴斯,Kiribati,0,2011-08-01
100,2011-9,吉里巴斯,Kiribati,0,2011-09-01
100,2011-10,吉里巴斯,Kiribati,0,2011-10-01
100,2011-11,吉里巴斯,Kiribati,0,2011-11-01
100,2011-12,吉里巴斯,Kiribati,0,2011-12-01
101,2012-1,吉里巴斯,Kiribati,0,2012-01-01
101,2012-2,吉里巴斯,Kiribati,0,2012-02-01
101,2012-3,吉里巴斯,Kiribati,0,2012-03-01
101,2012-4,吉里巴斯,Kiribati,0,2012-04-01
101,2012-5,吉里巴斯,Kiribati,0,2012-05-01
101,2012-6,吉里巴斯,Kiribati,0,2012-06-01
101,2012-7,吉里巴斯,Kiribati,0,2012-07-01
101,2012-8,吉里巴斯,Kiribati,0,2012-08-01
101,2012-9,吉里巴斯,Kiribati,0,2012-09-01
101,2012-10,吉里巴斯,Kiribati,0,2012-10-01
101,2012-11,吉里巴斯,Kiribati,0,2012-11-01
101,2012-12,吉里巴斯,Kiribati,0,2012-12-01
102,2013-1,吉里巴斯,Kiribati,0,2013-01-01
102,2013-2,吉里巴斯,Kiribati,0,2013-02-01
102,2013-3,吉里巴斯,Kiribati,0,2013-03-01
102,2013-4,吉里巴斯,Kiribati,0,2013-04-01
102,2013-5,吉里巴斯,Kiribati,0,2013-05-01
102,2013-6,吉里巴斯,Kiribati,0,2013-06-01
102,2013-7,吉里巴斯,Kiribati,0,2013-07-01
102,2013-8,吉里巴斯,Kiribati,0,2013-08-01
102,2013-9,吉里巴斯,Kiribati,0,2013-09-01
102,2013-10,吉里巴斯,Kiribati,0,2013-10-01
102,2013-11,吉里巴斯,Kiribati,0,2013-11-01
102,2013-12,吉里巴斯,Kiribati,0,2013-12-01
103,2014-1,吉里巴斯,Kiribati,0,2014-01-01
103,2014-2,吉里巴斯,Kiribati,0,2014-02-01
103,2014-3,吉里巴斯,Kiribati,0,2014-03-01
103,2014-4,吉里巴斯,Kiribati,0,2014-04-01
103,2014-5,吉里巴斯,Kiribati,0,2014-05-01
103,2014-6,吉里巴斯,Kiribati,0,2014-06-01
103,2014-7,吉里巴斯,Kiribati,0,2014-07-01
103,2014-8,吉里巴斯,Kiribati,0,2014-08-01
103,2014-9,吉里巴斯,Kiribati,0,2014-09-01
103,2014-10,吉里巴斯,Kiribati,0,2014-10-01
103,2014-11,吉里巴斯,Kiribati,0,2014-11-01
103,2014-12,吉里巴斯,Kiribati,0,2014-12-01
104,2015-1,吉里巴斯,Kiribati,0,2015-01-01
104,2015-2,吉里巴斯,Kiribati,0,2015-02-01
104,2015-3,吉里巴斯,Kiribati,0,2015-03-01
104,2015-4,吉里巴斯,Kiribati,0,2015-04-01
104,2015-5,吉里巴斯,Kiribati,0,2015-05-01
104,2015-6,吉里巴斯,Kiribati,0,2015-06-01
104,2015-7,吉里巴斯,Kiribati,0,2015-07-01
104,2015-8,吉里巴斯,Kiribati,0,2015-08-01
104,2015-9,吉里巴斯,Kiribati,4,2015-09-01
104,2015-10,吉里巴斯,Kiribati,0,2015-10-01
104,2015-11,吉里巴斯,Kiribati,0,2015-11-01
104,2015-12,吉里巴斯,Kiribati,0,2015-12-01
105,2016-1,吉里巴斯,Kiribati,0,2016-01-01
105,2016-2,吉里巴斯,Kiribati,0,2016-02-01
105,2016-3,吉里巴斯,Kiribati,0,2016-03-01
105,2016-4,吉里巴斯,Kiribati,0,2016-04-01
105,2016-5,吉里巴斯,Kiribati,0,2016-05-01
105,2016-6,吉里巴斯,Kiribati,0,2016-06-01
105,2016-7,吉里巴斯,Kiribati,1,2016-07-01
105,2016-8,吉里巴斯,Kiribati,2,2016-08-01
105,2016-9,吉里巴斯,Kiribati,0,2016-09-01
105,2016-10,吉里巴斯,Kiribati,2,2016-10-01
105,2016-11,吉里巴斯,Kiribati,2,2016-11-01
105,2016-12,吉里巴斯,Kiribati,0,2016-12-01
106,2017-1,吉里巴斯,Kiribati,0,2017-01-01
106,2017-2,吉里巴斯,Kiribati,0,2017-02-01
106,2017-3,吉里巴斯,Kiribati,0,2017-03-01
106,2017-4,吉里巴斯,Kiribati,1,2017-04-01
106,2017-5,吉里巴斯,Kiribati,0,2017-05-01
106,2017-6,吉里巴斯,Kiribati,2,2017-06-01
106,2017-7,吉里巴斯,Kiribati,2,2017-07-01
106,2017-8,吉里巴斯,Kiribati,0,2017-08-01
106,2017-9,吉里巴斯,Kiribati,5728,2017-09-01
106,2017-10,吉里巴斯,Kiribati,0,2017-10-01
97,2008-1,伊朗,Iran,359,2008-01-01
97,2008-2,伊朗,Iran,0,2008-02-01
97,2008-3,伊朗,Iran,0,2008-03-01
97,2008-4,伊朗,Iran,0,2008-04-01
97,2008-5,伊朗,Iran,0,2008-05-01
97,2008-6,伊朗,Iran,0,2008-06-01
97,2008-7,伊朗,Iran,0,2008-07-01
97,2008-8,伊朗,Iran,0,2008-08-01
97,2008-9,伊朗,Iran,0,2008-09-01
97,2008-10,伊朗,Iran,0,2008-10-01
97,2008-11,伊朗,Iran,0,2008-11-01
97,2008-12,伊朗,Iran,0,2008-12-01
98,2009-1,伊朗,Iran,0,2009-01-01
98,2009-2,伊朗,Iran,0,2009-02-01
98,2009-3,伊朗,Iran,0,2009-03-01
98,2009-4,伊朗,Iran,0,2009-04-01
98,2009-5,伊朗,Iran,0,2009-05-01
98,2009-6,伊朗,Iran,0,2009-06-01
98,2009-7,伊朗,Iran,0,2009-07-01
98,2009-8,伊朗,Iran,0,2009-08-01
98,2009-9,伊朗,Iran,0,2009-09-01
98,2009-10,伊朗,Iran,0,2009-10-01
98,2009-11,伊朗,Iran,0,2009-11-01
98,2009-12,伊朗,Iran,0,2009-12-01
99,2010-1,伊朗,Iran,0,2010-01-01
99,2010-2,伊朗,Iran,0,2010-02-01
99,2010-3,伊朗,Iran,270,2010-03-01
99,2010-4,伊朗,Iran,200,2010-04-01
99,2010-5,伊朗,Iran,0,2010-05-01
99,2010-6,伊朗,Iran,0,2010-06-01
99,2010-7,伊朗,Iran,0,2010-07-01
99,2010-8,伊朗,Iran,0,2010-08-01
99,2010-9,伊朗,Iran,8,2010-09-01
99,2010-10,伊朗,Iran,0,2010-10-01
99,2010-11,伊朗,Iran,0,2010-11-01
99,2010-12,伊朗,Iran,0,2010-12-01
100,2011-1,伊朗,Iran,0,2011-01-01
100,2011-2,伊朗,Iran,0,2011-02-01
100,2011-3,伊朗,Iran,0,2011-03-01
100,2011-4,伊朗,Iran,0,2011-04-01
100,2011-5,伊朗,Iran,74,2011-05-01
100,2011-6,伊朗,Iran,0,2011-06-01
100,2011-7,伊朗,Iran,0,2011-07-01
100,2011-8,伊朗,Iran,0,2011-08-01
100,2011-9,伊朗,Iran,0,2011-09-01
100,2011-10,伊朗,Iran,1,2011-10-01
100,2011-11,伊朗,Iran,0,2011-11-01
100,2011-12,伊朗,Iran,0,2011-12-01
101,2012-1,伊朗,Iran,0,2012-01-01
101,2012-2,伊朗,Iran,0,2012-02-01
101,2012-3,伊朗,Iran,0,2012-03-01
101,2012-4,伊朗,Iran,0,2012-04-01
101,2012-5,伊朗,Iran,0,2012-05-01
101,2012-6,伊朗,Iran,0,2012-06-01
101,2012-7,伊朗,Iran,0,2012-07-01
101,2012-8,伊朗,Iran,0,2012-08-01
101,2012-9,伊朗,Iran,0,2012-09-01
101,2012-10,伊朗,Iran,0,2012-10-01
101,2012-11,伊朗,Iran,0,2012-11-01
101,2012-12,伊朗,Iran,0,2012-12-01
102,2013-1,伊朗,Iran,0,2013-01-01
102,2013-2,伊朗,Iran,0,2013-02-01
102,2013-3,伊朗,Iran,0,2013-03-01
102,2013-4,伊朗,Iran,0,2013-04-01
102,2013-5,伊朗,Iran,0,2013-05-01
102,2013-6,伊朗,Iran,0,2013-06-01
102,2013-7,伊朗,Iran,0,2013-07-01
102,2013-8,伊朗,Iran,0,2013-08-01
102,2013-9,伊朗,Iran,0,2013-09-01
102,2013-10,伊朗,Iran,0,2013-10-01
102,2013-11,伊朗,Iran,0,2013-11-01
102,2013-12,伊朗,Iran,0,2013-12-01
103,2014-1,伊朗,Iran,0,2014-01-01
103,2014-2,伊朗,Iran,1,2014-02-01
103,2014-3,伊朗,Iran,0,2014-03-01
103,2014-4,伊朗,Iran,0,2014-04-01
103,2014-5,伊朗,Iran,0,2014-05-01
103,2014-6,伊朗,Iran,0,2014-06-01
103,2014-7,伊朗,Iran,0,2014-07-01
103,2014-8,伊朗,Iran,0,2014-08-01
103,2014-9,伊朗,Iran,0,2014-09-01
103,2014-10,伊朗,Iran,0,2014-10-01
103,2014-11,伊朗,Iran,0,2014-11-01
103,2014-12,伊朗,Iran,0,2014-12-01
104,2015-1,伊朗,Iran,0,2015-01-01
104,2015-2,伊朗,Iran,0,2015-02-01
104,2015-3,伊朗,Iran,0,2015-03-01
104,2015-4,伊朗,Iran,0,2015-04-01
104,2015-5,伊朗,Iran,0,2015-05-01
104,2015-6,伊朗,Iran,0,2015-06-01
104,2015-7,伊朗,Iran,0,2015-07-01
104,2015-8,伊朗,Iran,0,2015-08-01
104,2015-9,伊朗,Iran,0,2015-09-01
104,2015-10,伊朗,Iran,0,2015-10-01
104,2015-11,伊朗,Iran,0,2015-11-01
104,2015-12,伊朗,Iran,0,2015-12-01
105,2016-1,伊朗,Iran,0,2016-01-01
105,2016-2,伊朗,Iran,0,2016-02-01
105,2016-3,伊朗,Iran,0,2016-03-01
105,2016-4,伊朗,Iran,0,2016-04-01
105,2016-5,伊朗,Iran,0,2016-05-01
105,2016-6,伊朗,Iran,2,2016-06-01
105,2016-7,伊朗,Iran,39,2016-07-01
105,2016-8,伊朗,Iran,39,2016-08-01
105,2016-9,伊朗,Iran,70,2016-09-01
105,2016-10,伊朗,Iran,129,2016-10-01
105,2016-11,伊朗,Iran,180,2016-11-01
105,2016-12,伊朗,Iran,99,2016-12-01
106,2017-1,伊朗,Iran,115,2017-01-01
106,2017-2,伊朗,Iran,79,2017-02-01
106,2017-3,伊朗,Iran,53,2017-03-01
106,2017-4,伊朗,Iran,110,2017-04-01
106,2017-5,伊朗,Iran,125,2017-05-01
106,2017-6,伊朗,Iran,45,2017-06-01
106,2017-7,伊朗,Iran,65,2017-07-01
106,2017-8,伊朗,Iran,71,2017-08-01
106,2017-9,伊朗,Iran,197,2017-09-01
106,2017-10,伊朗,Iran,153,2017-10-01
97,2008-1,伊拉克,Iraq,0,2008-01-01
97,2008-2,伊拉克,Iraq,0,2008-02-01
97,2008-3,伊拉克,Iraq,65,2008-03-01
97,2008-4,伊拉克,Iraq,0,2008-04-01
97,2008-5,伊拉克,Iraq,0,2008-05-01
97,2008-6,伊拉克,Iraq,0,2008-06-01
97,2008-7,伊拉克,Iraq,0,2008-07-01
97,2008-8,伊拉克,Iraq,433,2008-08-01
97,2008-9,伊拉克,Iraq,190,2008-09-01
97,2008-10,伊拉克,Iraq,40,2008-10-01
97,2008-11,伊拉克,Iraq,249,2008-11-01
97,2008-12,伊拉克,Iraq,0,2008-12-01
98,2009-1,伊拉克,Iraq,5,2009-01-01
98,2009-2,伊拉克,Iraq,0,2009-02-01
98,2009-3,伊拉克,Iraq,0,2009-03-01
98,2009-4,伊拉克,Iraq,0,2009-04-01
98,2009-5,伊拉克,Iraq,0,2009-05-01
98,2009-6,伊拉克,Iraq,0,2009-06-01
98,2009-7,伊拉克,Iraq,0,2009-07-01
98,2009-8,伊拉克,Iraq,0,2009-08-01
98,2009-9,伊拉克,Iraq,0,2009-09-01
98,2009-10,伊拉克,Iraq,0,2009-10-01
98,2009-11,伊拉克,Iraq,0,2009-11-01
98,2009-12,伊拉克,Iraq,0,2009-12-01
99,2010-1,伊拉克,Iraq,28,2010-01-01
99,2010-2,伊拉克,Iraq,0,2010-02-01
99,2010-3,伊拉克,Iraq,0,2010-03-01
99,2010-4,伊拉克,Iraq,0,2010-04-01
99,2010-5,伊拉克,Iraq,0,2010-05-01
99,2010-6,伊拉克,Iraq,0,2010-06-01
99,2010-7,伊拉克,Iraq,0,2010-07-01
99,2010-8,伊拉克,Iraq,0,2010-08-01
99,2010-9,伊拉克,Iraq,0,2010-09-01
99,2010-10,伊拉克,Iraq,0,2010-10-01
99,2010-11,伊拉克,Iraq,0,2010-11-01
99,2010-12,伊拉克,Iraq,0,2010-12-01
100,2011-1,伊拉克,Iraq,0,2011-01-01
100,2011-2,伊拉克,Iraq,0,2011-02-01
100,2011-3,伊拉克,Iraq,0,2011-03-01
100,2011-4,伊拉克,Iraq,0,2011-04-01
100,2011-5,伊拉克,Iraq,0,2011-05-01
100,2011-6,伊拉克,Iraq,0,2011-06-01
100,2011-7,伊拉克,Iraq,0,2011-07-01
100,2011-8,伊拉克,Iraq,424,2011-08-01
100,2011-9,伊拉克,Iraq,0,2011-09-01
